V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1.1,Q1.2,Q1.3,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.3_1,Q2.3_2,Q2.3_3,Q2.3_10,Q2.4_1,Q2.4_2,Q2.4_3,Q2.4_4,Q2.5_1,Q2.5_2,Q2.5_3,Q2.5_4,Q2.6_1,Q2.6_2,Q2.6_3,Q2.6_4,Q2.7_1,Q2.7_2,Q2.7_3,Q2.7_4,Q2.8_1,Q2.8_2,Q2.8_3,Q2.8_4,Q2.9_1,Q2.9_2,Q2.9_3,Q2.9_4,Q2.10_1,Q2.10_2,Q2.10_3,Q2.10_4,Q2.11_1,Q2.11_2,Q2.11_3,Q2.11_4,Q2.12_1,Q2.12_2,Q2.12_3,Q2.12_4,Q2.13_1,Q2.13_2,Q2.13_3,Q2.13_4,Q3.1,Q3.2,Q3.3_1,Q3.3_2,Q3.3_3,Q3.3_4,Q3.3_5,Q3.3_6,Q3.3_7,Q4.1_1,Q4.1_2,Q4.1_3,Q4.1_4,Q4.1_5,Q4.2_1,Q4.2_2,Q4.2_3,Q4.2_4,Q4.2_5,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,Q4.3_5,Q4.4_1,Q4.4_2,Q4.4_3,Q4.4_4,Q4.4_5,Q4.5_1,Q4.5_2,Q4.5_3,Q4.5_4,Q4.5_5,Q4.6_1,Q4.6_2,Q4.6_3,Q4.6_4,Q4.6_5,Q4.7_1,Q4.7_2,Q4.7_3,Q4.7_4,Q4.7_5,Q4.8_1,Q4.8_2,Q4.8_3,Q4.8_4,Q4.8_5,Q5.1,Q5.1_TEXT,Q5.2,Q5.3,Q5.3_TEXT,Q5.4,Q5.5,Q5.5_TEXT,Q5.6,Q5.7,Q5.8,Q5.9,Q5.10,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q6.7,Q6.8,Q6.9,Q51,Q7.1,Q7.2,LocationLatitude,LocationLongitude,LocationAccuracy,Exclude
R_25sZKPT00oSMyBv,Default Response Set,Anonymous,,,139.62.150.201,0,10/12/2015 12:04,10/12/2015 14:05,1,F010,1,1,1,3,8,4,6,5,0,0,7,0,2,7,5,8,2,3,8,0,0,3,8,8,0,0,0,4,1,3,6,4,0,5,0,0,5,8,1,8,8,8,0,0,8,0,8,5,4,6,0,1,1,8,8,8,1,8,8,8,5,6,3,7,2,7,5,7,4,7,1,7,4,6,1,3,5,6,6,7,5,3,6,1,1,2,5,1,7,4,7,1,4,1,7,2,7,7,7,3,2,,18,1,,1,4,,0,1,1,31,1,1,1,No,It was to better generate questions for a questionnaire for research that is currently in the planning stage.,It was to get information on how partners would react in hypothetical situations involving their partner.,No,No,I don't know. I was the only one in my room.,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_1Ff6M6iEFr8fE0d,Default Response Set,Anonymous,,,139.62.165.89,0,10/12/2015 14:36,10/12/2015 15:20,0,F011,1,1,1,2,8,2,4,0,1,8,8,0,2,8,0,8,2,8,4,6,7,6,8,0,4,0,0,0,8,0,5,7,3,8,0,4,3,2,5,7,7,5,1,2,2,2,3,7,2,5,0,1,1,6,6,4,3,5,5,5,3,4,6,2,6,3,3,2,6,4,3,3,2,5,4,5,5,5,6,3,6,6,6,2,4,4,4,4,2,4,3,7,6,2,6,3,3,7,4,4,2,,22,3,,1,3,,3,2,1,10,1,1,1,no,to describe the relationwship,to determine how long people usually last in relationship and why,"yes. because you asked for 2 most salient characteristics of the partner, causing the participant to think about the partner in a good way usually. That'd make the reactions of the situations to change.",yes.,yes,1,1,2,Fuglestad,,,-1,2
R_1mVtET5jWHALDe4,Default Response Set,Anonymous,,,139.62.165.89,0,10/12/2015 15:21,10/12/2015 16:29,1,F012,1,1,1,2,6,3,0,4,0,0,6,0,8,0,0,3,0,3,2,0,0,3,6,0,6,6,0,0,0,0,4,0,0,3,4,0,0,3,3,4,4,4,0,2,4,1,6,5,1,3,0,1,1,8,8,8,1,8,8,8,4,4,4,4,4,4,4,1,2,3,4,3,4,2,4,3,4,4,3,4,3,3,3,5,1,4,4,4,1,1,1,2,5,7,3,7,7,1,2,6,2,,20,3,,1,4,,1,4,1,20,2,1,1,no,to get me thinking,to get details,"yes, they were both about relationships",not really,prompts might determine if they depend on their relationship or partner more,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_4TKH6Cy0Z2y1NXH,Default Response Set,Anonymous,,,139.62.163.127,0,10/15/2015 13:37,10/15/2015 14:31,1,f013,1,1,1,0,0,1,0,6,0,2,8,8,8,1,0,8,6,1,4,0,4,1,3,3,5,8,2,6,8,8,8,0,1,6,8,6,2,4,4,8,1,4,1,8,1,8,1,8,1,3,1,1,1,3,2,5,6,2,0,0,7,5,1,6,1,7,7,7,6,7,1,5,7,1,5,7,7,1,6,3,4,1,2,1,2,3,5,1,2,4,1,3,2,1,5,4,6,6,2,2,2,,20,3,,2,6,on and off for three years,3,1,3,1,2,1,1,I am wondering about how you'll analyze the correlations between our relationships and driving over the speed limit or littering,To make questions for a future questionnaire; ultimately saves the University money,To understand the type of person we are and to see how that correlates to our jealous nature in relationships,"I believe they were. One was about jealousy in relationships, the other was about how close we feel to our partners and if we would want to be with them forever",The pilot study made me realize how it is so hard for me to care for my partner at this point in my life besides the fact that he feels comfortable and how he knows eveyrhting about me,Yes ,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,2
R_e56fsA7yVV9wBNL,Default Response Set,Anonymous,,,139.62.163.52,0,10/15/2015 13:38,10/15/2015 14:32,1,f014,1,1,1,0,8,4,1,5,0,0,8,0,8,0,0,5,7,3,7,0,8,5,8,0,4,0,0,6,3,1,8,0,0,4,1,0,1,8,2,8,8,8,1,4,7,0,7,0,6,7,0,1,1,8,8,8,1,8,6,8,7,5,5,6,1,7,5,1,4,5,1,7,5,3,5,1,5,7,7,7,6,1,6,1,1,7,7,1,6,3,2,1,7,1,7,3,2,7,3,1,2,,21,4,,1,4,,2,6,1,31,1,1,1,when it was asking if I had ever broken any laws or littered on the street,to get more knowledge about relationships and to get me thinking about the questions I was about to answer,how you feel about your dating realtionship and how you would deal with a situation that may arise while participating in a dating realtionship.,yes they both asked baout dating realtionships and the climate of a current realtionship,I dont think so,I dont know,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_6ze5tOYtP3ZDgaJ,Default Response Set,Anonymous,,,139.62.163.52,0,10/15/2015 14:32,10/15/2015 15:26,0,f015,1,1,1,4,6,0,0,2,1,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,0,7,7,7,7,2,4,1,6,4,1,1,1,1,1,1,4,1,6,1,4,1,6,1,1,1,1,7,1,6,4,6,1,2,1,4,4,4,4,6,6,6,6,6,3,,27,3,,2,6,,7,0,1,12,1,1,1,no,,,no,yes,i do not know,1,1,1,Fuglestad,,,-1,1
R_3OoiQgYCRAuJyXE,Default Response Set,Anonymous,,,139.62.165.89,0,10/15/2015 13:38,10/15/2015 15:36,1,f016,1,1,1,2,6,7,1,0,1,3,6,8,8,1,0,7,8,1,7,5,8,3,6,5,6,5,6,0,8,1,8,5,7,8,6,7,2,1,8,8,6,7,7,2,1,8,1,7,0,0,8,1,1,7,7,8,0,6,6,7,6,4,6,2,7,3,6,5,2,7,2,6,2,5,6,7,5,4,5,2,6,2,3,1,7,5,7,2,1,5,7,7,3,3,7,5,6,3,2,1,2,,21,3,,1,4,,0,5,1,22,1,1,1,no ,to describe what I like to do outside the relationship,to describe what i would do in certain dating situations,they were both about relationships,no i completely forgot about the paper,not sure,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_3IPE2sZhV23m8GE,Default Response Set,Anonymous,,,139.62.163.127,0,10/16/2015 14:38,10/16/2015 15:18,1,F017,1,1,1,2,5,3,0,0,0,4,1,0,7,2,0,4,4,3,7,4,0,2,3,5,0,4,0,4,0,3,6,4,1,3,0,0,0,8,3,4,4,5,0,4,7,0,5,0,4,4,1,1,1,8,8,8,1,8,8,8,5,4,4,4,2,5,5,3,5,4,1,3,7,2,3,2,2,4,7,7,4,3,4,1,2,2,6,2,7,7,7,1,7,1,7,5,7,7,4,2,2,,35,3,,1,4,,2,0,1,31,1,1,1,no,To see some of the reasons why I care about my partner.,Get an idea of how I handle issues in my relationship.,They were questions about my relationship.,No,Yes,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,1
R_3nwolqOMD097QZW,Default Response Set,Anonymous,,,139.62.7.16,0,10/19/2015 10:23,10/19/2015 11:08,1,F018,1,1,1,1,8,7,1,2,1,6,6,0,8,0,0,6,2,4,7,1,4,5,6,5,5,8,0,0,0,1,8,6,0,7,0,2,4,5,4,8,5,7,1,6,5,1,4,3,1,5,0,1,1,8,8,7,4,5,6,6,7,2,5,3,5,7,6,6,3,7,5,4,4,5,6,2,5,1,7,2,4,3,3,1,3,5,4,4,2,7,1,4,6,7,7,7,2,6,2,6,2,,22,4,,1,3,,0,2,1,20,1,1,1,There were a few questions in the study that I felt were irrelevant.,To say why you're with the person you are dating,To see how you would react to different scenarios in your dating relationship,"Yes, why you date someone will have a large impact on how you react to certain situations","Yes. It made me think of all the things I adore about him, which made me a little more understanding when unfavorable circumstances arose.",I have no idea. I didn't see the other participants' sheet.,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,2
R_3IYwzmCiLCH9pj6,Default Response Set,Anonymous,,,139.62.7.16,0,10/19/2015 11:08,10/19/2015 13:07,1,F019,1,1,1,1,5,7,0,3,2,4,7,0,1,2,4,8,2,3,3,0,8,1,5,3,2,8,0,0,8,4,8,4,0,5,0,2,6,2,2,8,8,4,0,5,8,1,6,7,4,8,0,1,1,8,8,8,0,8,8,8,2,5,4,7,3,5,6,1,1,6,2,6,7,1,4,3,5,5,7,5,2,6,5,3,1,5,2,4,1,3,1,2,7,2,7,3,7,2,4,6,2,,20,4,,1,4,,0,4,1,30,1,1,1,no,to understand how dating partners react to hypothetical events in their dating relationships,,they were both describing dating relationships,no,yes,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_2QnuIpIEhyRRtB8,Default Response Set,Anonymous,,,139.62.163.52,0,10/19/2015 15:51,10/19/2015 16:19,1,F020,1,1,1,3,5,1,1,1,2,4,6,4,8,1,1,7,7,2,5,0,7,2,4,0,0,2,3,2,8,8,7,4,2,8,5,4,1,3,4,8,7,5,2,4,4,2,6,3,4,8,1,1,1,6,7,7,2,6,6,7,6,4,2,5,6,6,3,2,6,6,3,4,4,1,6,6,6,4,5,3,6,3,4,1,5,4,6,1,2,7,2,7,7,3,7,3,7,6,2,3,2,,21,4,,1,6,"living together, serious",1,2,1,27,1,1,1,The questions about getting revenge on my partner were interesting. I feel that you shouldnt even be with someone if you are constantly trying to get revenge on them every time there is an issue. ,"Get me thinking about my partner and why we are together in the first place, whether i want it to be long term or not. ",To see how i react to situations with my partner,"Yes, both focus on my relationship with my partner. ","Yes because it got me thinking about my life i have with my partner so far, which influenced my answers on the computer. ","im the only person in the room but if there were more, i would assume that the paper questions would all be the same for everyone",1,1,1,Fuglestad,30.28779602,-81.42639923,-1,2
R_2QVCSozzBezQsXX,Default Response Set,Anonymous,,,139.62.163.127,0,10/20/2015 13:44,10/20/2015 14:10,1,f021,1,1,1,0,5,4,1,0,0,1,7,1,8,0,0,5,2,5,4,0,0,4,4,5,1,0,0,4,3,0,6,5,0,5,0,0,0,5,1,5,3,2,0,3,5,0,3,4,4,5,1,1,1,8,8,8,0,8,8,8,7,4,4,5,3,6,5,1,6,7,1,4,1,1,4,4,6,6,5,5,4,3,3,1,1,4,6,4,2,3,5,1,6,7,7,6,7,7,7,5,2,,22,3,,1,4,,1,1,1,31,1,1,1,Not at all.,To determine why I am in a relationship.,To determine what I would do in certain situations.,They were very similar to one another. They both had to do with information (why I am with said person & do I intend to stay committed to said person) on my relationship.,Not that I know of.,I am taking this alone.,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_Z3jx0Mqv70oiMi5,Default Response Set,Anonymous,,,139.62.163.127,0,10/20/2015 14:10,10/20/2015 15:31,1,f022,1,1,1,0,6,8,0,0,2,0,7,0,8,0,0,8,1,5,1,0,0,8,8,6,0,5,0,0,8,1,8,3,0,7,0,5,7,2,0,8,8,8,0,5,7,0,6,1,6,8,0,1,1,8,8,8,0,8,8,8,5,3,3,7,5,7,2,4,1,3,1,5,7,4,7,1,6,2,6,3,7,3,6,1,1,6,5,2,1,1,1,3,6,7,7,7,7,7,2,5,2,,21,3,,1,4,,4,10,1,15,2,1,1,"No, everything on this study seemed to flow well.",The purpose of the pilot study was to make sure the questions administered were not confusing and would not be misinterpreted if you wanted to do an actual study including the questions. ,The purpose was to see how people act in relationships. ,"yes, the two studies had to do with dating and relationships. ","No, but mostly because I think highly of my significant other to begin with. Purphaps in an another situation this might be considered primining an individual. ",I am not sure if we all recieved the same prompts. ,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_2Euir2EPhAVCZTY,Default Response Set,Anonymous,,,139.62.165.89,0,10/20/2015 13:45,10/20/2015 15:32,1,f023,1,1,1,5,8,3,0,2,0,2,8,3,0,2,5,7,7,7,3,0,7,1,7,7,3,7,0,0,7,0,7,1,1,5,1,3,3,4,0,5,6,5,0,4,4,1,4,4,3,0,0,1,1,7,7,7,3,7,7,7,4,4,6,6,6,6,6,6,6,6,3,6,3,6,4,6,6,6,6,6,5,5,6,1,4,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,2,,21,3,,1,6,in a relationship ,1,8,1,4,2,1,1,no,Decribing my current relationship or my past relationship,i guess to describe my current relationship that I have with my partner and decribe my feelings I have with him.,Yes because they asked similar questions ,I believe yes because I automatically knew what I was going to answer on the main study ,Im not sure ,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,2
R_2YPKwwPWZoldBZA,Default Response Set,Anonymous,,,139.62.163.127,0,10/22/2015 13:39,10/22/2015 14:14,1,f024,1,1,1,1,8,5,0,0,0,0,8,0,3,3,0,7,0,1,1,0,0,0,7,4,6,3,0,0,0,3,8,3,3,3,1,1,1,4,0,8,8,8,0,3,4,0,4,3,0,6,0,1,1,8,8,8,0,4,8,8,6,5,7,6,3,6,4,1,7,6,3,5,6,2,4,2,3,3,6,5,3,2,3,1,1,6,6,3,6,2,3,1,7,7,7,4,7,2,7,5,2,,18,1,,1,4,,2,4,1,10,2,1,1,no,provide open-ended questions,general questions,"yes, both asked questions on the relationship",no,yes,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_3qksreJchX8NfFE,Default Response Set,Anonymous,,,139.62.163.52,0,10/22/2015 13:40,10/22/2015 14:15,1,f025,1,1,1,2,5,3,3,5,2,4,6,0,4,5,3,4,5,3,4,1,5,2,5,2,2,2,0,0,6,0,6,0,2,4,4,1,2,2,4,2,5,4,1,5,0,3,1,2,2,4,2,1,1,7,7,7,0,7,6,7,4,5,5,5,3,5,4,6,6,7,2,6,6,5,3,2,5,5,6,6,3,2,3,1,2,7,5,1,2,7,1,2,6,3,6,1,5,1,2,2,2,,20,3,,1,4,,3,10,1,20,1,1,1,No everything seemed pretty straightfoward,To see if the participant knew how to answer the types of questions that were going to be given in the survey,To see how the participant reacted to hypothetical situations and applied them to their relationship,They asked similar questions,No,I think we did but I'm not sure,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_7ZJZ7L5mVdQikI9,Default Response Set,Anonymous,,,139.62.163.127,0,10/22/2015 14:15,10/22/2015 15:25,1,f026,1,1,1,4,3,0,3,1,1,1,1,8,8,0,0,8,6,2,8,2,3,6,2,2,3,0,4,0,8,8,8,2,3,5,4,6,0,0,8,8,5,2,7,4,4,2,5,8,0,2,0,1,1,8,8,8,0,7,7,8,5,1,7,7,7,6,7,4,4,7,4,7,2,1,3,2,6,6,7,7,5,3,1,1,4,5,1,3,4,1,3,3,7,1,7,5,7,7,7,6,2,,20,3,,1,4,,2,3,1,18,1,1,1,There was a spelling error and no questions were asked from my perspective wsuch as if I were to be the one cheating.,To compare my results to others,To compare my results to others as well,They were both about relationships.,"No, they did not.",I am pretty sure we recieved the same prompts. If they were different they could influence peoples responses differently.,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_BXKnGmaf8QglHCp,Default Response Set,Anonymous,,,139.62.165.89,0,10/22/2015 13:40,10/22/2015 15:26,1,f027,1,1,1,6,7,3,4,1,0,4,6,1,5,1,1,6,2,1,7,0,4,2,2,4,7,1,1,0,7,1,8,2,1,5,2,1,4,6,7,6,6,6,1,7,5,1,4,5,0,4,0,1,1,8,8,8,0,8,8,8,5,3,6,6,2,5,7,5,3,7,4,4,5,6,6,2,6,5,6,6,6,2,6,1,4,4,6,4,6,6,6,1,7,1,7,4,7,1,5,6,2,,20,3,,1,4,,1,8,1,28,1,1,1,there were some grammer errors,yes,yes,"yes, topic was about relationships",no,yes,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_2zTr2cFSq6FSKdE,Default Response Set,Anonymous,,,139.62.4.160,0,10/26/2015 12:13,10/26/2015 12:55,1,F028,1,1,1,1,7,6,0,2,0,0,8,1,7,1,0,3,4,6,5,2,6,5,4,6,5,6,2,1,8,0,6,2,3,1,0,3,4,3,4,7,7,6,0,3,2,1,6,6,2,5,0,1,1,8,8,8,1,7,7,8,7,3,5,7,4,5,7,5,4,6,4,6,6,7,6,3,6,7,7,7,5,5,6,1,2,5,6,2,6,5,6,2,1,2,7,2,7,2,4,4,2,,20,3,,1,2,,0,6,2,20,1,1,1,No,To generate ideas about relationships,"To gather information about relationships, through hypothetical situations.","Yes, because they both made me think of my relationship, and what my role within the relationship.",No,I don't know.,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_tGLulHe1Dpkiwcp,Default Response Set,Anonymous,,,139.62.4.160,0,10/26/2015 12:56,10/26/2015 13:56,1,F029,1,1,1,1,6,6,0,4,0,0,8,0,8,2,0,8,0,1,5,0,4,4,4,2,1,2,1,0,8,3,8,3,1,5,2,3,5,5,3,8,8,8,0,1,3,0,6,8,1,8,0,1,1,8,8,8,1,8,8,8,5,2,6,6,4,6,6,7,5,2,7,5,6,2,7,1,6,6,7,6,4,5,1,1,2,4,2,4,1,7,7,1,7,1,7,6,7,1,3,3,2,,23,3,,1,4,,3,8,1,24,1,1,1,nothing seemed strange.,to gain info about relationships regarding a future study,to collect data from individuals in relationships or past relationships,"yes, because they both inquired about the relationship that I am in.",I think it could have primed me a little bit because the questions on paper seemed to be collectively positive which could've influenced my ratings for the statements I was asked on the computer.,"I was tested by myself. If they could differ, they would've been negatively oriented questions. ",1,1,1,Fuglestad,30.28779602,-81.42639923,-1,2
R_3rGLY0XIzQgdVfT,Default Response Set,Anonymous,,,139.62.163.127,0,10/26/2015 14:52,10/26/2015 15:21,1,F030,1,1,1,1,8,2,0,0,4,4,7,0,8,0,0,6,4,4,6,4,7,2,2,8,0,5,2,0,8,0,0,0,0,8,2,5,1,2,5,8,8,2,0,4,4,0,0,3,0,4,0,1,1,8,8,8,1,8,7,6,4,2,4,1,1,3,3,1,4,4,3,3,4,3,4,1,6,2,1,2,1,3,1,1,1,7,6,3,3,3,1,4,4,6,1,7,4,7,1,7,2,,20,3,,1,4,,4,1,1,7,2,1,1,No not really.,To gather information on current dating relationships.,To gather information in current dating relationships in questionnaire form.,"Yes, they were both about current dating relationships.",Somewhat. They correlated with one another.,I think everyone did receive the same writing prompts.,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_A5l6ZfITJoCGnBL,Default Response Set,Anonymous,,,139.62.163.127,0,10/26/2015 15:21,10/26/2015 16:21,1,F031,1,1,1,0,7,5,1,4,0,0,6,0,8,0,0,4,5,4,6,0,7,0,3,0,4,4,2,0,6,0,8,0,1,6,4,0,4,4,4,8,8,6,0,8,4,0,4,0,0,4,0,1,1,8,8,8,0,8,8,8,7,5,1,5,4,7,7,4,6,6,1,4,6,2,5,7,3,7,3,3,4,2,4,1,3,1,7,4,4,2,1,1,7,4,5,2,7,2,4,2,2,,20,3,,1,4,,1,2,1,31,1,1,1,No,To study peoples feelings towards their partner ,To study peoples feelings towards their partner and their relationship,Yes. They were both about dating and relationships. ,Yes. Describing my relationship on paper made my responses about my partner stronger (aka strongly agree) ,I was the only person who participated,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,2
R_6XAu4JGFgfSFIkh,Default Response Set,Anonymous,,,139.62.163.52,0,10/27/2015 13:40,10/27/2015 15:31,1,f032,1,1,1,1,6,7,3,4,0,0,8,1,7,8,1,7,2,5,6,0,5,2,8,1,2,6,4,1,6,6,8,4,1,4,1,2,2,3,6,6,5,5,0,3,5,1,5,5,1,1,0,1,1,8,8,8,0,8,8,8,6,3,4,4,2,5,4,5,4,5,2,5,5,2,3,2,6,5,4,3,2,5,2,1,1,4,4,5,6,6,2,3,6,6,6,7,7,5,3,4,2,,21,4,,1,4,,2,8,1,10,2,1,1,"No, I think I understood why certain questions were being asked. ",To see how participants perceive or define relationships.,To have various individuals answer the questions at hand,"Yes, th etwo studies were related. Both studies called into question my views of a relationship. ","The pilot study influenced my responses on the main study because it got me thinking about my partner, and our relationship. ","I am not sure if everyone received the same writing response, but if there were to be various prompts, a more invasive questionaire may bring to surface different feelings in various participants. ",1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_2BrEUZbZwfskMgk,Default Response Set,Anonymous,,,139.62.163.127,0,10/29/2015 14:20,10/29/2015 15:44,1,f033,1,1,1,0,3,2,0,5,0,0,3,0,6,4,0,6,2,3,3,0,4,6,5,1,1,7,1,0,5,3,7,3,0,5,2,0,1,6,2,7,6,5,0,1,6,0,4,2,1,1,0,1,1,5,7,8,2,6,3,4,5,6,4,5,7,2,4,6,6,5,2,5,7,3,4,2,6,3,6,3,4,5,5,1,2,2,3,2,1,4,2,6,1,1,3,6,7,6,6,5,2,,21,3,,1,4,,5,7,1,7,2,1,1,"No, it seemed standard to me, nothing unusual.",To gain understanding of how we view our relationships and the questions asked. ,"To determine the aspects of relationships, values, feelings, and behaviors.",Yes they were related. The studies were based on the same topic. The first seemed to determine how serious the relationship was whereas the second was interested in how we would act in hypothetical situations in the relationship. ,No,I don't know.,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_3h5aZ1KrFU7kTl3,Default Response Set,Anonymous,,,139.62.163.52,0,10/29/2015 14:20,10/29/2015 15:45,1,f034,1,1,1,1,5,7,1,5,0,6,8,4,6,8,2,8,2,3,7,1,8,6,7,8,0,2,0,1,1,0,8,1,3,8,1,0,8,2,1,8,8,6,0,8,8,0,8,1,0,8,1,1,1,8,8,8,0,7,8,8,5,3,2,5,5,6,3,1,6,7,3,2,5,2,6,6,6,3,4,3,5,4,2,1,5,5,5,7,5,4,4,1,7,1,7,5,7,7,6,3,2,,21,4,,1,4,,2,3,1,30,1,1,1,"Some questions that I answered were not geared toward my relationship (the stealing; breaking laws; etc). Others questions seemed to be geared toward relationships, but didn't apply to mine (example: have you taken something that didn't belong to you? I have from my roommate before but not my partner).",To simply describe some aspects of my relationship.,To see how I act and react n my relationship.,"Yes, because they were about relationships, although the paper one was more specific about my partner.",Not really.,...I assume.,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_1jZX79jLOFRGswq,Default Response Set,Anonymous,,,139.62.155.110,0,10/30/2015 10:46,10/30/2015 11:35,1,F035,1,1,1,0,8,0,0,4,0,2,8,0,8,0,0,8,4,3,2,0,2,6,7,0,0,8,0,0,8,8,8,6,0,7,6,2,5,4,4,8,8,8,0,7,8,0,5,2,7,8,0,1,1,8,8,8,0,8,8,8,4,6,3,1,6,6,2,1,7,4,4,1,7,1,6,2,5,1,7,2,3,3,1,1,1,2,5,1,7,4,2,3,6,7,1,7,1,7,2,4,2,,23,4,,1,4,,4,10,1,31,1,1,1,nothing seemed strange to me and there was nothing I wondered about,to get me to start thinking about my current relationship and why I am in it,it might be concerning jealousy in relationships,they were related because they both concern dating relationships,I don't think the questions on the pilot study influenced my answer on the main study,"I have no idea, I am the only one currently taking this study at this exact moment in time ",1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_233Qkzs7qW01mVa,Default Response Set,Anonymous,,,139.62.163.127,0,10/30/2015 14:29,10/30/2015 15:20,1,F036,1,1,1,3,7,4,6,6,2,1,4,0,6,8,1,7,1,3,7,0,1,6,7,7,3,5,2,1,5,1,8,2,3,6,1,3,4,1,6,8,7,3,3,4,5,2,4,2,5,6,3,1,1,3,4,1,5,1,0,0,6,6,2,6,6,6,3,1,6,1,2,5,7,3,3,6,5,3,2,6,3,3,1,4,5,6,4,2,1,6,1,4,6,7,2,6,3,3,1,3,2,,21,4,,1,4,,1,6,1,31,1,1,1,No,To figure out why the participant is in a relationship.,Are you happy dating and/or in your relationship.,They both were about dating and relationships.,No.,"I believe, everyone received the same prompt. ",1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_3fiSyGFoM2wVUUc,Default Response Set,Anonymous,,,139.62.163.127,0,10/30/2015 15:21,10/30/2015 16:25,1,F037,1,1,1,2,7,5,0,6,0,0,6,0,4,7,4,7,0,4,4,2,5,6,8,7,0,7,0,3,2,5,5,1,1,6,1,0,5,5,0,7,7,7,0,1,5,0,6,4,4,7,0,1,1,7,7,1,1,7,5,7,4,2,4,5,2,2,5,2,2,4,4,4,4,4,6,2,4,4,6,4,2,4,4,2,1,2,4,6,2,4,4,1,7,1,4,4,6,2,4,2,2,,22,4,,1,4,,3,5,1,30,1,1,1,no ,to see what type of thing you think your partner should improve upon.,I guess to determine how you would respond to certain situation in you relationship.,"yes, they were both about relationships",no,i dont know i can only see the paper i was given,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_xl6RAF3HqZToBMd,Default Response Set,Anonymous,,,139.62.147.208,0,11/2/2015 10:18,11/2/2015 10:56,1,F038,1,1,1,0,3,2,0,0,0,0,8,0,2,5,3,3,1,4,2,0,2,6,4,0,1,8,2,3,6,4,3,3,0,4,0,1,4,5,1,8,8,7,0,3,6,0,5,3,2,5,0,1,1,8,8,8,0,8,8,8,4,5,2,3,5,5,4,6,5,6,2,3,5,2,3,4,5,6,7,5,2,5,3,2,2,4,5,3,1,5,1,3,6,1,4,7,5,6,4,5,2,,18,1,,1,4,,1,0,1,6,2,1,1,no,yes,to test my reactions to certain hypothetical situations regarding my current relationship,yes they were about romantic relationships,no,I am not sure,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_1IRFIW1tZSSWCE0,Default Response Set,Anonymous,,,139.62.147.208,0,11/2/2015 12:32,11/2/2015 13:01,1,F039,1,1,1,0,8,6,0,3,0,0,8,0,7,0,3,6,0,6,2,0,3,6,7,7,0,3,0,3,6,7,7,6,0,6,0,0,6,4,0,4,8,7,0,0,7,0,6,0,4,6,0,1,1,8,6,8,0,8,8,8,5,2,5,2,5,5,4,1,5,2,5,1,5,4,3,1,6,3,6,3,5,5,1,1,1,2,5,6,2,6,1,7,7,2,6,1,1,1,1,4,2,,18,1,,1,4,,1,6,1,15,1,1,1,"No, nothing seemed strange.",The purpose of the pilot study was to understand how people see the future of their relationships going and how invested they are in it.,The purpose of the main study was to understand how people react to certain situations involving their partner.,The two studies both involved relationships. The pilot study was more related to the future while the main study was related to how people would handle a situation with their partner.,No.,"Yes, everyone received the same questions.",1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
