V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy
R_1fdbwHpVXU4jsg3,Default Response Set,Anonymous,,,157.181.60.144,0,22/10/2015 08:16,22/10/2015 08:29,1,1,1,0,0,65.223,0,1,422,1,0,0,21.1,0,,,,,,,1,4,9,"Ögy gondoltam,hogy adok is te szeretn_k megtartani egy kis profitot magamnak is.",1,4,2,3,9,5,9,5,5,5,5,3,5,1,6,7,4,6,8,9,8,6,8,2,8,2,7,7,3,4,2,7,4,1,1,0,0,0,5,10,3,3,2,1,2,"Szerintem azt akarta kimutatni,hogy mennyire _nz_k az emberek _s, hogy egy csoport kedv__rt lemondanönak a javaikrãl.",nem,5,4,6,4,77,2,Magyarorszög Siãfok,0,47.5,19.08329773,-1
R_1g0WSip9yNOGH1c,Default Response Set,Anonymous,,,157.181.61.146,0,19/10/2015 19:06,19/10/2015 19:28,1,1,1,0,0,53.147,0,1,550,1,10,10,10.23,1,,,,,,,1,9,9,"Mert _sszesen êgy kapnönk a legt_bb p_nzt, de ez a csoport t_bbi tagjötãl is f™gg.",1,9,9,9,7,8,6,8,7,4,9,2,7,1,5,6,6,6,5,7,7,1,8,4,7,5,6,3,3,3,6,2,9,1,0,0,0,0,4,6,2,3,2,1,2,"Az ismeretlenek egymöshoz valã viszonyöt _s hozzööllösöt prãbölja felt_rk_pezni a bizalmon, csapatmunkön, verseng_sen kereszt™l. ",nem,2,6,3,6,76,2,"Magyarorszög, P_cs",0,47.5,19.08329773,-1
R_1GKtYoUMkMUOzV9,Default Response Set,Anonymous,,,157.181.61.144,0,22/10/2015 07:42,22/10/2015 08:29,1,1,1,0,0,60.263,0,1,,,,,,,550,1,0,0,18.56,0,1,9,1,"Ögy gondolom akkor tudunk el_re l_pni, ha segêtj™k egymöst _s a legnagyobb r_szt rakjuk be a k_z_sbe. gy _rhetj™k el azt, hogy mindenki azonos arönyban a lehet_ legnagyobbat kapja vissza. ",1,6,2,7,9,9,5,5,6,3,9,2,6,3,5,8,5,8,9,9,9,4,8,7,8,3,7,3,4,5,3,4,8,1,0,0,0,0,7,8,1,3,1,2,2,"Ebb_l a pör percnyi _lm_nyb_l az a benyomös tömadt bennem, hogy az emberek csoportban valã egy™ttm_k_d_si hajlamöt, verseng_si szellem_t, valamint  a csoport vagy az egyed™ll_thez valã vonzãdösöt prãbölta felm_rni, ezenfel™l, hogy mennyire hajlandãak a k_z_s jã_rt felöldozni  a sajöt jãt. ",nem,4,4,6,3,71,2,"Magyarorszög, F_ldeök",0,47.5,19.08329773,-1
R_1GNslsJj25C3OAa,Default Response Set,Anonymous,,,157.181.61.153,0,28/10/2015 15:53,28/10/2015 16:14,1,1,1,0,0,61.085,0,1,216,1,0,0,14.34,0,,,,,,,1,9,1,"Szinte es_lytelennek talöltam, hogy mindenki bedobja az _sszeg_t, ez_rt _n sem szerettem volna êgy tenni, viszont ha valamennyit bedobok azzal nem kocköztatok sokat de minimölis nyeres_gem szörmazhat bel_le.",1,8,7,9,2,8,8,6,9,7,9,8,3,7,7,3,4,5,6,3,6,6,8,7,8,3,5,3,3,4,6,6,7,1,1,0,1,0,7,7,3,2,1,2,2,"Azt, hogy mennyire vagyunk hajlandãak megbêzni abban, hogy a csoport t_bbi tagja is azt teszi ami logikusan mindannyiãnknak  a legkifizet_d_bb lenne, ha mind bedobtuk volna az _sszes p_nz™nket nyilvön legjobban jörunk, de szinte mindannyian felt_telezt™k, hogy a mösik nem dobja be êgy mi se tett™k. ",nem,6,2,7,2,77,2,"Magyarorszög, Ûrd",0,47.5,19.08329773,-1
R_1JFaSBADYM8eLjr,Default Response Set,Anonymous,,,157.181.61.146,0,19/10/2015 07:55,19/10/2015 08:18,1,1,1,0,0,95.773,0,1,,,,,,,550,1,0,0,36.71,0,1,9,1,"Ögy t_nt, hogy ez a legbiztosabb.",1,8,6,2,7,6,4,5,5,8,9,6,8,6,4,7,2,8,6,9,6,7,9,7,7,7,8,8,5,6,5,3,9,1,0,0,0,0,2,6,2,3,3,1,2,"Azt, hogy az egy_n a sajöt _rdek_t vagy a csapat_rdeket helyezi el_t_rbe, illetve ez_rt milyen kocközatot/öldozatot hoz.","Nem _rzem magam ahhoz el_g k_pzettnek ezen a ter™leten, hogy börmi ilyesmim legyen. :)",4,4,3,5,71,2,"Magyarorszög, Hegyk_",0,47.5,19.08329773,-1
R_1jwZdiUsMCysID4,Default Response Set,Anonymous,,,157.181.61.146,0,22/10/2015 08:37,22/10/2015 08:57,1,1,1,0,0,58.834,0,1,400,1,4,6,11.03,2,,,,,,,1,9,1,"400-at völasztottam. Abbãl az okbãl, mert m_g êgy is marad 700 ,- amennyiben a beadott 400-at nem siker™l megduplözni. Valamilyen oknöl fogva ez egy l_lektani hatör volt.",1,9,7,8,9,7,7,7,5,6,7,6,6,4,6,5,3,5,5,9,6,2,6,6,5,2,6,4,6,8,1,1,8,3,8,0,0,4,4,7,3,3,3,1,2,"Egy szociölpszicholãgiai kês_rlet lehetett.  / Mind hallhattunk mör olyan urbön legendökrãl, hogy egy kurzuson a tanör “gy d_nt_tt: vagy mindenki lemond a jobb jegyr_l _s e k_vetkezm_nyek_pp a csoport_sszetartös v_gett megesik rajtuk a szêve _s mindannyiuknak megadja a jobb jegyet, vagy ha az alanyok a szem_lyes _rdekeket veszik el_t_rbe _s nem mondanak le rãluk, csak azok kapjök meg a jobb jegyet, akik k_rt_k. A hangs“ly a ""sajötcsoportba"" vetett bizalmon van. Eset™nkben ezt a p_nz ""k_z_sbe"" t_tele jelentette.",Nem.,7,9,7,9,73,2,"Magyarorszög, Budapest",0,47.5,19.08329773,-1
R_1k1gqO8S6YImIen,Default Response Set,Anonymous,,,157.181.61.154,0,19/10/2015 19:07,19/10/2015 19:27,1,1,1,0,0,50.151,0,1,,,,,,,276,1,0,0,33.34,0,1,9,1,Mert ez kb. az _sszeg fele.,1,5,6,5,9,9,5,8,9,5,8,4,7,2,5,5,2,9,9,8,9,7,9,8,9,8,2,9,6,8,7,7,9,1,0,0,0,0,5,9,3,2,3,2,2,"Azt prãbölta kimutatni, hogy vajon az ember ilyen helyzetben, amikor p_nzr_l van szã, mennyiben gondol magöra, s mennyiben a csoport t_bbi tagjöra. Bêzhat-e abban az ember, hogy a t_bbiek is hozzöjörulnak bizonyos _sszeggel a k_z_s kasszöhoz, vagy inköbb biztosra mennek _s az eg_szet megtartjök maguknak. Mivel egymös szömöra ismeretlenek vagyunk, êgy nagyr_szt az _szt_neinkre van bêzva.","Nem _rtettem pontosan, hogy mit takar majd ez a ""d_nt_s"". Rem_ltem, hogy nem id_re megy. Az is _rdekes volt, hogy p_nz jör _rte.",2,7,2,7,77,2,"Magyarorszög, P_cs",1,47.5,19.08329773,-1
R_1LbU0iyoHLK0vli,Default Response Set,Anonymous,,,157.181.61.144,0,19/10/2015 18:35,19/10/2015 19:02,1,1,1,0,0,97.884,0,1,550,1,0,0,11.32,0,,,,,,,1,9,1,"Az_rt, mert szeretn_m, hogy a velem egy csoportban l_v_k velem egyenl_ arönyban r_szes™ljenek a jutalombãl.",1,7,1,6,9,7,8,9,9,7,9,6,9,8,9,9,5,9,8,9,9,8,7,9,9,6,9,9,9,9,9,5,9,1,0,0,0,0,2,7,3,1,2,1,2,"Azt gondolom, hogy ez a kutatös azt prãbölja kimutatni, hogy ismeretlen/ismert emberek hogyan dolgoznönak egy™tt egy csapatban, milyen m_rt_kben t_r_dn_nek magukkal valamint a csapattörsaikkal. Szerintem nagyon fontos, ha mör egy csapatban dolgozunk, hogy t_r_dj™nk egymössal, tömogassuk egymöst, mert ha a csapat minden tagja bele ad mindent, akkor _ri el a csapat a legnagyobb teljesêtm_nyt. A kutatös ezt azzal prãbölta bemutatni, hogy a csapat p_nzjutalomban r_szes™l mindenk_ppen, de itt prãböljök meg kisz_rni azt, hogy ki, milyen arönyban r_szes™l a p_nzb_l, azaz mennyire hajlandã a csapattal egy™tt m_k_dni.",nem,4,5,4,3,75,1,"Hungary, Nyêregyhöza",1,47.5,19.08329773,-1
R_1Ld85avwkRxVijR,Default Response Set,Anonymous,,,157.181.61.149,0,22/10/2015 07:43,22/10/2015 08:27,1,1,1,0,0,39.964,0,1,445,1,0,0,12.36,0,,,,,,,1,5,3,Random mãdon völasztottam,1,6,5,8,6,6,7,7,7,8,7,6,6,2,7,3,8,6,4,8,6,1,4,3,2,7,6,8,6,6,7,5,6,1,2,0,7,2,3,6,2,1,2,1,2,"Azt prãbölta kimutatni, hogy mennyire d_nt_k a sajöt/mösok javöra. Mennyire fontos a k_z_ss_g szömomra.",nem,3,6,2,6,74,2,"Magyarorszög, Budapest",0,47.5,19.08329773,-1
R_1LogrdJqIFI4T1c,Default Response Set,Anonymous,,,157.181.61.154,0,21/10/2015 19:00,21/10/2015 19:28,1,1,1,0,0,88.938,0,1,,,,,,,510,1,0,0,33.44,0,1,7,9,"Mert szerettem volna min_l nagyobb _sszeget felajönlani, de nem az eg_szet.  ",1,6,2,5,8,7,5,5,6,3,7,3,6,2,7,3,6,7,8,8,9,2,8,3,5,7,7,3,6,8,2,4,9,1,2,0,0,0,4,9,1,2,1,2,2,"Hogyan d_nt™nk, ha nemcsak a sajöt _rdek™nkr_l, hanem mösok_rãl is szã van. Ennek kapcsön kit_rt a szem_lyes tapasztalatainkra is. ",Nem,4,5,4,3,76,2,Salgãtarjön,0,47.5,19.08329773,-1
R_1LOMTXINu4HzbVw,Default Response Set,Anonymous,,,157.181.61.153,0,22/10/2015 07:43,22/10/2015 08:33,1,1,1,0,0,83.607,0,1,,,,,,,200,1,0,0,29.95,0,1,4,1,"Mert nem akartam mindent megtartani magamnak, hiszen mösoknak “gy nem jut, viszont nem is akartam beadni az _sszeset, mert az szömomra hötrönyos, hiszen a p_nz beadösöval _n p_nzt veszêtek.",1,7,6,6,6,6,5,7,6,6,8,5,6,2,5,1,8,8,5,9,8,6,9,5,5,5,4,9,4,7,4,6,3,1,20,2,0,1,5,8,3,3,1,1,2,"Mennyire hajlandã az ember beöldozni a sajöt r_sz_r_l börmit (legyen az p_nz, id_, tev_kenys_g...) mösok _rdek_ben.",nem,4,3,4,3,75,2,"Magyarorszög, Budapest",0,47.5,19.08329773,-1
R_1LwB39VRNYY1qgQ,Default Response Set,Anonymous,,,157.181.61.153,0,19/10/2015 08:32,19/10/2015 08:45,1,1,1,0,0,49.935,0,1,,,,,,,550,1,0,0,8.96,0,1,9,9,Logikusan ötgondolva.,1,9,9,7,9,5,5,8,5,1,1,1,1,1,5,1,9,9,8,9,9,1,9,5,3,1,1,2,5,9,8,9,6,1,1,0,0,0,2,5,2,2,2,1,1,"Sajnos a völaszaim kapcsön nem siker™lt eld_ntenem, milyen kutatösrãl is lehet szã. ",Nem,9,7,2,6,76,1,"Oroszorszög, Moszkva",1,47.5,19.08329773,-1
R_1M6eCQW1c0z9Iht,Default Response Set,Anonymous,,,157.181.61.153,0,19/10/2015 19:05,19/10/2015 19:24,1,1,1,67.22,78.8,87.189,8,1,321,1,0,0,12.85,0,,,,,,,1,4,4,mert az t_nt logikusnak.,1,6,4,4,6,2,4,5,4,8,8,6,5,3,7,6,3,7,6,7,9,6,8,5,8,5,5,8,6,4,2,6,8,1,0,0,0,0,3,8,3,2,1,1,2,"-mennyire tudok szömolni, rendelkezem-e jã logikai k_pess_ggel; / -hogyan viszonyulok az emberekhez, a k_r™l_ttem _l_kh_z; / -milyen a szem_lyis_gem",nem.,9,7,4,3,76,2,Budapest,1,47.5,19.08329773,-1
R_1NlFeLUNLwTRJpm,Default Response Set,Anonymous,,,157.181.61.149,0,19/10/2015 18:35,19/10/2015 18:56,1,1,1,68,69,69.271,2,1,333,1,0,0,8.33,0,,,,,,,1,3,2,"Igazöbãl az id_ miatt gyorsan völasztottam valamit, de kb a fel_t gondoltam ideölisnak.",1,8,1,5,8,6,6,6,8,2,6,2,6,3,5,5,5,6,6,9,9,1,8,3,9,4,4,9,8,6,4,6,9,1,8,0,0,3,2,6,2,2,1,1,2,"Talön azt, hogy hogy viszonyulunk mösokhoz, mennyit vagyunk hajlandãak mösok_rt megtenni, mösok _rdekeit szem el_tt tartani",nem,2,4,3,4,74,2,"Magyarorszög, Szentendre",0,47.5,19.08329773,-1
R_1nSLcA632SRrVYv,Default Response Set,Anonymous,,,157.181.61.154,0,22/10/2015 07:44,22/10/2015 08:29,1,1,1,0,0,53.776,0,1,500,1,0,0,14.47,0,,,,,,,1,9,1,"Ögy gondolom, hogy nekem ez lenne a legkifizet_d_bb ajönlat, t_bb p_nzt tudn_k nyerni.",1,6,5,1,9,9,7,5,9,7,8,5,4,6,9,8,3,7,8,9,8,2,9,7,5,1,7,3,9,9,5,7,9,1,0,0,0,0,8,10,3,1,2,1,1,"Azt, hogy mennyire lehet megbêzni az emberekben, illetve hogy mennyire lehet röbêzni magöt vagy sajöt _rt_keit (legyen az p_nz, jöt_k, höz, stb.) egy mösik embertörsunkra. ","Azt _rtem, hogy valamilyen p_nz_sszeget fogunk ez_rt a kutatös_rt kapni, de azt nem, hogy mi_rt kellett a kês_rlet elej_n mör megemlêteni azt, hogy mindenf_lek_ppen nyeres_get fogunk el_rni azzal, hogyha valamennyit a kapott _sszeg™nkb_l felöldozunk. Nekem ez nem tiszta.",9,5,9,9,73,2,"Magyarorszög, Paks",1,47.5,19.08329773,-1
R_1oGzgDy2RKamnXc,Default Response Set,Anonymous,,,157.181.60.144,0,22/10/2015 08:37,22/10/2015 08:56,1,1,1,0,0,80.082,0,1,,,,,,,550,1,0,0,16,0,1,9,1,Mert szerintem mindenki a teljes _sszeggel fog hozzöjörulni.,1,7,6,7,8,9,7,7,6,4,9,6,7,4,7,6,9,8,9,9,9,5,8,2,7,8,6,9,7,7,5,8,9,3,2,2,0,0,7,9,3,2,2,2,2,A k_z_s _rdek el_ helyezik-e az emberek a sajöt _rdekeiket. A p_nzzel valã hozzöjörulössal prãbölta ezt bemutatni.,nem,7,9,6,9,74,2,"Magyarorszög, Jöszber_ny ",1,47.5,19.08329773,-1
R_1oyTFFIANOnL4SD,Default Response Set,Anonymous,,,157.181.61.144,0,19/10/2015 07:49,19/10/2015 08:22,1,1,1,0,0,54.086,0,1,550,1,0,0,19.31,0,,,,,,,1,9,1,"Az_rt, mert bêztam benne, hogy mindenki hasonlã mãdon gondolkodik, _s êgy a v_gkifejlet mindenki szömöra pozitêv lehet.",1,4,8,6,6,7,8,7,7,4,6,1,6,1,7,4,8,9,9,9,9,9,9,8,9,4,9,4,8,4,4,5,9,1,1,0,0,0,10,10,1,2,1,2,2,"Azt, hogy az emberek mennyire hajlandãak öldozatot hozni egy olyan bizonytalan kimenetel_ helyzetben, amikor a siker mösokon is m“lik, mennyire szömêtunk arra, hogy mösok is inköbb a csoport _rdekeit, ezzel minden egyes tag _rdekeit helyezik el_bbre a sajötjuknöl. Ögy prãbölta bemutatni, hogy ""kicsiben"" eljötszottunk egy törsadalmi folyamatot.",nem.,5,2,5,2,72,2,"Magyarorszög, B_k_scsaba",1,47.5,19.08329773,-1
R_1PRitEfpvQEU2MH,Default Response Set,Anonymous,,,157.181.61.146,0,21/10/2015 18:31,21/10/2015 18:58,1,1,1,0,0,131.063,0,1,,,,,,,550,1,"12,115","12,115",19.47,1,1,9,1,"Mert az utasêtösokat elolvasva, “gy gondolom êgy jör mindenki a legjobban.",1,4,3,2,8,3,7,7,5,4,8,2,3,3,5,5,5,8,9,8,9,8,7,5,9,3,9,9,7,5,8,8,9,1,0,1,0,0,9,8,1,1,3,2,2,"Az emberek _nzetlens_g_t ismeretlen emberek, csalödja, barötai irönt, _s segêt_k_szs_g_t.",nem,4,3,6,4,75,2,Szank,0,47.5,19.08329773,-1
