V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_2,HI2_3,HI3_3,HI4_5,HI5_5,HI6_6,HI7_1,HI8_3,VI1_4,VI2_5,VI3_6,VI4_6,VI5_7,VI6_8,VI7_2,VI8_1,HC1_3,HC2_4,HC3_6,HC4_6,HC5_6,HC6_6,HC7_7,HC8_6,VC1_7,VC2_7,VC3_7,VC4_7,VC5_7,VC6_6,VC7_7,VC8_7,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_14,PARH4_7,PARH4_9,PARH4_11,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy
R_1GK5sGd22zgC8Qv,Default Response Set,Anonymous,,,14.139.244.242,0,16/04/2016 14:20,16/04/2016 14:59,1,1,1,0,0,194.706,0,1,60,1,43.021,56.018,57.266,2,,,,,,,1,7,7,I choose 60 RS. because i think we should save some money for group and self that's why i save some money and for goal achievement i used maximum part of money which is 60 RS.,1,9,9,1,9,9,8,8,9,2,1,5,4,6,8,7,2,8,8,9,9,9,9,8,9,9,9,6,6,8,9,9,9,4,10,10,0,0,3,9,5,3,1,1,2,I Think this study is based on individuals contribution in society an about our role as society member and awareness about how can we contribute in our society and increase our good relationship with others and helps to the others. / It through awareness about our responsibility .,no / ,2,2,2,2,75,2,ALLAHABAD,12,25.44999695,81.8500061,-1
R_1GO1qGNfjYxzd88,Default Response Set,Anonymous,,,117.241.102.169,0,18/06/2016 12:18,18/06/2016 12:49,1,1,1,0,0,171.731,0,1,15,1,7.482,26.273,28.248,2,,,,,,,1,1,1,profit,1,5,1,3,9,8,7,9,7,8,9,9,8,3,6,9,3,6,7,9,8,7,8,7,7,5,1,6,8,9,7,9,9,2,0,0,0,0,2,5,5,3,2,3,2,[Translated] This was trying to show confidence by putting a little pressure.,no,1,1,3,5,79,1,sasaram and india,1,25.44999695,81.8500061,-1
R_1GvJ3ipY8UtsSJG,Default Response Set,Anonymous,,,14.139.244.242,0,24/05/2016 14:44,24/05/2016 15:29,1,1,1,0,0,43.636,0,1,40,1,16.572,33.147,58.919,3,,,,,,,1,3,5,benifet for me ,1,5,5,5,7,5,8,6,4,3,5,2,4,4,7,3,4,7,6,8,7,5,7,6,4,2,5,4,6,4,2,9,8,3,1,1,1,0,3,5,5,3,3,1,2,[Translated] Being in a group.,[Translated] No,3,3,3,3,77,2,junpur,2,25.44999695,81.8500061,-1
R_1H0Owle6lkxwW32,Default Response Set,Anonymous,,,14.139.244.242,0,22/04/2016 13:33,22/04/2016 14:18,1,1,1,0,0,311.519,0,1,40,1,55.56,55.56,88.708,1,,,,,,,1,9,1,we are working in a group so I JUST cannot focus on my benefit. / so I have chosen a amount of 40 Rs. According to me I have made a balanced decision.,1,9,8,7,9,6,9,8,7,2,3,5,2,2,4,2,9,8,8,9,8,2,9,2,8,3,1,6,3,7,6,9,8,1,2,7,0,1,5,9,4,1,3,3,2,i believe this experiment was aimed at checking individual's attitude (helpful/unhelpful) towards others. / To answer the question how- questions regarding our behaviour towards strangers were asked., No .,2,7,7,7,74,2,"Allahabad, India",7,25.44999695,81.8500061,-1
R_1i40UQbV1IbbWuo,Default Response Set,Anonymous,,,117.241.102.167,0,19/06/2016 11:42,19/06/2016 12:10,1,1,1,11.398,11.398,154.326,1,1,,,,,,,0,1,18.273,18.273,22.889,1,1,9,1,[Translated] To get the most amount of money for my group.,1,8,9,3,9,3,9,9,9,1,9,9,9,1,9,8,4,9,9,9,9,9,9,7,2,9,9,9,8,9,9,9,9,5,0,0,0,0,4,5,5,1,1,1,2,[Translated] This study was trying to know our feelings and show us the right way.,no,7,1,6,7,74,1,"indore ,barielly, allahabad , kasganj",0,25.44999695,81.8500061,-1
R_1IJXcyFFCirjHPm,Default Response Set,Anonymous,,,117.241.102.21,0,19/06/2016 14:31,19/06/2016 15:13,1,1,1,0,0,152.835,0,1,80,1,18.878,63.148,65.195,3,,,,,,,1,9,1,"[Translated] I like helping others, it makes me very happy.",1,8,1,2,9,1,9,3,4,1,9,8,2,2,9,9,8,3,9,9,8,7,9,8,7,4,2,8,9,4,2,9,9,5,0,0,0,0,1,4,5,3,2,1,2,[Translated] This tells your personality.,[Translated] No,7,2,2,7,72,1,ktra allahabad,0,25.44999695,81.8500061,-1
R_1ImcL2tf0BCf5Gd,Default Response Set,Anonymous,,,14.139.244.242,0,7/4/2016 12:59,7/4/2016 13:21,1,1,1,0,0,148.674,0,1,16,1,11.451,16.009,17.519,3,,,,,,,1,3,1,"Because if don,t give any peny , i will save my all money as well as i get others money. ",1,5,3,6,7,5,5,5,5,5,5,4,4,5,6,6,5,5,5,8,8,5,6,6,6,5,5,7,5,6,2,9,6,1,0,0,0,0,3,3,5,3,3,1,2,This is experiment in which it  trying to show that decision making is based on the past experiences.BY asking some real life decision making.  ,no,1,7,1,1,73,1,"allahabad, India",3,25.44999695,81.8500061,-1
R_1jWcscy9lwt7p37,Default Response Set,Anonymous,,,14.139.244.242,0,18/04/2016 14:58,18/04/2016 15:20,1,1,1,0,0,118.491,0,1,40,1,25.621,32.984,46.912,3,,,,,,,1,1,9,for saving money,1,7,8,8,7,5,6,9,3,7,8,8,5,1,4,7,2,7,7,8,7,6,8,6,6,7,5,7,8,7,6,9,7,5,0,0,0,0,4,7,5,1,1,3,2,[Translated] Our ability to take decisions,[Translated] No,3,6,2,6,75,1,"Allahabad, India",16,25.44999695,81.8500061,-1
R_1k1YlbbqvZUTzoA,Default Response Set,Anonymous,,,117.241.102.167,0,19/06/2016 11:03,19/06/2016 12:27,1,1,1,0,0,183.108,0,1,50,1,50.869,104.601,112.191,11,,,,,,,1,1,5, [Translated] I made a contribution of 50n so that I get a profit of Rs. 30.,1,5,1,5,7,5,9,9,8,9,9,9,9,1,9,9,6,1,5,9,5,8,9,3,9,6,9,9,9,9,9,9,1,2,0,0,0,2,1,1,4,1,1,3,2,"[Translated] This study tells about the society, how people live in a society.",not,6,7,5,6,77,1,mathura,0,25.44999695,81.8500061,-1
R_1LOkCWhOHy66wAp,Default Response Set,Anonymous,,,14.139.244.242,0,2/5/2016 13:05,2/5/2016 13:28,1,1,1,2.011,2.011,2.694,1,1,80,1,5.28,5.28,6.655,1,,,,,,,1,9,9,i donated maximum cause that will help extract highest benefit both individually and together.,1,8,9,9,8,9,8,9,9,6,9,7,8,8,9,7,6,8,9,7,9,4,8,6,7,3,2,7,7,3,3,9,9,3,1,1,0,1,2,5,5,3,1,1,2,this was trying to test our decision making ability and also our opinion regarding certain ideas in form of questions and cases.,no,4,5,3,5,77,2,allahabad,2,25.44999695,81.8500061,-1
R_1me0wvpNftH0MEQ,Default Response Set,Anonymous,,,117.241.102.169,0,18/06/2016 11:56,18/06/2016 12:46,1,1,1,2.605,188.599,236.225,2,1,,,,,,,0,1,2.235,16.039,18.349,3,1,9,9,because if 4people combine there money.then it will become a great amount as compare to single person amount. / so that's why i select the 80rupee. / ,1,9,9,9,9,9,9,9,9,8,9,9,8,9,9,9,9,9,9,9,9,9,9,8,9,6,1,9,9,9,9,9,9,1,0,0,0,0,5,6,5,3,3,1,2,This servey is talk about the trust of unknow person and about the competition in youth becaming a fight btw the youth. / how much the person get trust on an unknown person. / this talk about the family. / and problems ocurs in family for child towards there desire dreams.,[Translated] No,7,7,7,7,77,1,allahabad,0,25.44999695,81.8500061,-1
R_1mqnjX3V8QlGfsX,Default Response Set,Anonymous,,,14.139.244.242,0,4/4/2016 11:46,4/4/2016 12:13,1,1,1,0,0,132.825,0,1,50,1,38.577,38.577,41.96,1,,,,,,,1,8,8,[Translated] Because I want more money that is why I chose this amount/contribution,1,8,6,9,9,9,8,8,9,5,8,5,7,8,8,8,9,7,7,7,9,8,8,9,8,5,8,7,8,9,5,9,7,3,0,0,0,0,5,6,4,1,2,1,2,[Translated] This experiment shows us that what kind of nature we have with our parents and our friends.,[Translated] No,3,4,4,3,77,2,allahabad,0,25.44999695,81.8500061,-1
R_1mRyMHzxwhy25ix,Default Response Set,Anonymous,,,14.139.244.242,0,24/05/2016 14:46,24/05/2016 15:27,1,1,1,0,0,51.128,0,1,,,,,,,50,1,29.179,46.362,55.177,6,1,9,9,50,1,9,1,7,8,8,9,8,8,6,6,5,5,8,9,9,1,8,8,9,7,5,9,2,9,9,8,9,9,7,6,9,9,3,0,0,0,0,1,8,4,2,2,1,2,[Translated] was very sdf,no,6,5,2,3,74,1,allahabad,3,25.44999695,81.8500061,-1
R_1mWNovIKNvuA0rp,Default Response Set,Anonymous,,,14.139.244.242,0,31/03/2016 12:12,31/03/2016 12:43,1,1,1,114.941,115.361,116.292,2,1,,,,,,,16,1,20.603,20.603,24.447,1,1,5,2,i have contributed that much money so as to get more benefit for myself ,1,4,8,9,8,9,3,7,5,1,9,8,7,8,8,9,2,6,6,8,9,9,7,8,8,2,2,1,3,5,6,9,9,1,1,0,0,0,5,2,5,2,1,1,2,"I think this experiment is all about evaluating one's self, whether we are holistic or individualist.",[Translated] No,1,1,1,1,75,2,"Allahabad, India",6,25.44999695,81.8500061,-1
R_1N8q71DDNKJ9yGI,Default Response Set,Anonymous,,,117.241.102.167,0,19/06/2016 11:26,19/06/2016 12:09,1,1,1,18.607,18.607,78.631,1,1,,,,,,,57,1,14.348,49.117,52.249,9,1,8,7,because group  contibution,1,6,8,7,8,6,9,6,8,6,9,5,6,4,9,5,5,6,6,8,7,6,9,9,8,6,4,7,6,4,5,9,8,1,0,0,0,0,6,7,5,2,1,3,2,human bihavir and his thinking ,no,5,6,5,5,69,1,varanasi,5,25.44999695,81.8500061,-1
R_1NaBSUN0jiEgfe2,Default Response Set,Anonymous,,,14.139.244.242,0,18/05/2016 10:15,18/05/2016 10:50,1,1,1,0,0,342.55,0,1,,,,,,,65,1,61.344,61.344,91.615,1,1,1,5,it support them financially,1,9,1,7,8,6,9,9,7,5,7,7,9,7,9,2,7,9,9,9,9,9,9,7,5,7,6,9,9,9,7,9,9,1,0,0,0,0,4,4,5,3,2,3,2, i think this experiment  connected us our society aware us to  to people  ,no,1,1,1,1,78,2,azamgarh  ,1,25.44999695,81.8500061,-1
R_1nN2YZjI0ROEdDz,Default Response Set,Anonymous,,,14.139.244.248,0,4/5/2016 15:33,4/5/2016 15:52,1,1,1,0,0,157.342,0,1,80,1,11.443,60.643,68.818,5,,,,,,,1,9,1,contribution of rs80 because i think its the highest amount i can contribute..,1,8,7,7,8,8,8,7,9,5,8,6,7,5,6,6,5,6,7,7,7,7,8,7,7,7,7,8,7,6,6,8,8,3,0,2,0,0,6,4,4,1,3,1,2,this experiment jutst want to show your thoughts and inner thinking about the society and the people,no doubt,4,5,3,5,77,2,"bihar,india",0,25.44999695,81.8500061,-1
R_1oopytMBpxoHcVP,Default Response Set,Anonymous,,,14.139.244.242,0,12/4/2016 12:43,12/4/2016 13:05,1,1,1,0,0,93.886,0,1,,,,,,,80,1,11.437,23.395,24.562,2,1,9,1,[Translated] so that my group gets double money.,1,9,9,7,7,9,2,9,8,6,9,7,8,7,9,9,8,8,6,8,9,6,8,6,6,8,8,6,8,6,5,9,8,3,0,0,0,0,6,8,1,1,1,3,2,"sharing, self-independence, caring, trust , honesty, decision maker, judgement ",no,4,6,4,3,70,1,"allahabad , India",9,25.44999695,81.8500061,-1
R_1Oppgfw4VKPxh8F,Default Response Set,Anonymous,,,14.139.244.242,0,9/4/2016 14:31,9/4/2016 15:25,1,1,1,93.404,327.459,329.362,2,1,0,1,8.936,21.335,31.525,6,,,,,,,1,9,9,"[Translated] I chose 0 Rupees because by choosing this I will get 200 Rupees and if both of my partners choose 80 Rupees then I will gain, if they donÍt then I wonÍt (gain).",1,2,1,7,9,3,6,8,9,2,5,3,9,6,3,5,8,8,9,9,9,5,9,8,5,7,5,7,5,2,5,9,9,1,0,0,0,0,7,10,5,1,2,1,2,[Translated] How do we feel while working together.,[Translated] No,7,7,7,7,76,2,basti,1,25.44999695,81.8500061,-1
R_1pssPhPxQQh2uFr,Default Response Set,Anonymous,,,14.139.244.242,0,7/4/2016 12:36,7/4/2016 13:18,1,1,1,1372.109,1372.109,1492.1,1,1,,,,,,,17,1,12.266,12.266,16.397,1,1,7,2,"for group benefit i have chosen 60 rs , since i don't know other group member's preference so in my view i can contribute 60 rs maximum. for individual benefit i thought 16 max  ",1,8,1,8,7,8,7,8,7,5,7,6,7,1,6,6,9,8,8,7,9,5,9,8,5,7,3,7,8,6,3,9,9,3,5,25,0,1,3,6,5,3,1,3,2,i don't know. But something like decision making in social scenario .,no,1,2,2,2,72,2,"Allahabad, India",4,25.44999695,81.8500061,-1
R_1PUdmqrwZBXHDkx,Default Response Set,Anonymous,,,14.139.244.242,0,24/05/2016 14:44,24/05/2016 15:22,1,1,1,0,0,8.887,0,1,,,,,,,40,1,17.912,17.912,25.884,1,1,6,6,50,1,7,6,8,6,4,7,8,7,4,7,8,7,8,9,9,1,6,8,9,3,4,8,6,6,6,2,4,2,7,5,9,9,3,0,0,0,0,1,3,5,2,3,1,1,[Translated] Experience,no,6,6,5,6,74,1,allahabad,3,25.44999695,81.8500061,-1
R_1q1BdPj2d5Zpevz,Default Response Set,Anonymous,,,14.139.244.242,0,18/04/2016 14:58,18/04/2016 15:19,1,1,1,0,0,68.101,0,1,32,1,11.761,17.237,21.267,2,,,,,,,1,6,4,no specific reason...just chose an amount which seemed ok for both the common cause as well as the personal one.,1,7,6,7,7,6,7,7,6,4,8,4,7,5,6,7,6,8,6,8,7,6,8,8,6,5,6,5,6,8,6,9,9,2,3,150,0,1,7,7,4,3,3,3,2,that how a person manages to adjust and negotiate among personal or group interests or benefits,no,5,4,3,3,73,1,"gorakhpur, india",9,25.44999695,81.8500061,-1
R_1q8a6n8wxRRdb3v,Default Response Set,Anonymous,,,14.139.244.242,0,18/05/2016 10:12,18/05/2016 10:42,1,1,1,0,0,186.846,0,1,,,,,,,60,1,26.596,26.596,29.052,1,1,5,5,"I contributed Rs.60, the reason for contributing this amount was that, according to me the more i will contribute the more beneficial it will be for the group.",1,8,9,8,8,3,8,7,7,1,8,4,7,3,2,5,7,8,9,8,8,7,9,7,8,6,5,5,6,9,5,9,9,1,0,7,0,0,5,6,5,2,1,1,2,according to me this experiment was trying to assess how well we are able to take decisions keeping in view its consequences on the group you are working with. ,no,2,6,1,7,76,2,"allahabad, india",1,25.44999695,81.8500061,-1
R_1QnDk8pRcEt2RJM,Default Response Set,Anonymous,,,14.139.244.242,0,22/04/2016 13:34,22/04/2016 14:20,1,1,1,0,0,404.955,0,1,,,,,,,80,1,26.343,26.343,27.898,1,1,9,1,equal should be treated equally,1,5,9,9,9,5,9,9,1,1,5,1,6,1,1,1,9,9,9,9,9,7,9,8,1,5,1,1,5,6,1,9,9,1,2,2,0,0,7,9,1,3,3,3,2,i think it was to create contradiction between your cognition ,no,5,5,1,6,77,1,"allahabad,india",4,25.44999695,81.8500061,-1
R_1QuN0WxRx0K6rkI,Default Response Set,Anonymous,,,14.139.244.242,0,16/04/2016 14:18,16/04/2016 14:52,1,1,1,0,0,191.481,0,1,,,,,,,16,1,37.376,51.385,54.597,3,1,5,1,[Translated] The group will benefit and further will be able to earn more. Saving half of the money will  not harm the group.,1,9,8,9,8,9,8,9,7,6,8,6,5,2,9,9,8,8,6,8,3,3,9,9,9,6,4,2,4,8,3,9,8,4,1,25,0,1,8,7,5,1,2,3,2,[Translated] In this experiment I mostly felt it attempted to know that in our day to day life how much we trust strangers and our personal decisions.,[Translated] No,1,7,1,7,76,2,allahabad,12,25.44999695,81.8500061,-1
R_1QzsN9Sz16dyguE,Default Response Set,Anonymous,,,14.139.244.242,0,28/05/2016 11:32,28/05/2016 12:19,1,1,1,0,0,183.197,0,1,40,1,13.813,13.813,25.597,1,,,,,,,1,4,5,"[Translated] Because if you put limited money, even if you face loss it wonÍt be much and if you gain then even that will be limited.",1,6,2,7,9,2,8,8,6,4,6,4,5,3,6,6,8,8,6,3,7,7,9,8,4,2,6,6,7,3,7,9,9,5,0,0,0,0,2,4,5,3,1,1,1,[Translated] Here an attempt has been made to show the human life and tell about his character.,[Translated] No,3,2,4,5,77,1,azamgarh,3,25.44999695,81.8500061,-1
R_1r0JU7rn1UHvGC8,Default Response Set,Anonymous,,,14.139.244.242,0,24/05/2016 14:40,24/05/2016 15:26,1,1,1,0,0,18.389,0,1,80,1,15.979,43.716,55.341,3,,,,,,,1,8,6,no speciai reason,1,9,9,1,9,4,8,8,2,2,9,2,9,4,5,5,7,8,6,9,9,3,9,8,5,7,1,6,5,8,4,9,1,3,1,1,0,1,5,6,5,1,3,3,2,the other direction of men studie perpouse,no,2,6,7,5,79,2,india,1,25.44999695,81.8500061,-1
R_1S9VQk8qjN7cPQZ,Default Response Set,Anonymous,,,14.139.244.242,0,6/5/2016 13:20,6/5/2016 14:14,1,1,1,70.691,71.953,76.804,4,1,,,,,,,50,1,5.44,45.248,47.752,11,1,6,9,no reason,1,9,9,9,9,9,9,9,9,6,9,7,9,7,9,5,9,9,9,8,9,5,9,1,4,9,2,9,5,9,6,9,9,3,0,0,0,0,1,9,5,1,2,1,2,good nature and good personality,no,7,5,4,4,76,2,sultanpur,1,25.44999695,81.8500061,-1
R_211dl285A3UcrJc,Default Response Set,Anonymous,,,14.139.244.242,0,22/04/2016 13:30,22/04/2016 14:04,1,1,1,0,0,472.314,0,1,32,1,8.622,61.143,66.115,6,,,,,,,1,1,1,bcz in given passage it was written that more u invest less u have ur proffit,1,7,8,8,7,5,6,8,8,1,7,2,7,7,9,7,7,9,8,7,8,4,8,7,5,8,6,8,6,9,5,9,9,3,0,0,0,0,4,5,5,2,3,1,2,this survey wants to know about interaction btwn a common man nd society,no,2,3,5,6,75,1,gonda,0,25.44999695,81.8500061,-1
R_274o7GkEv9sTjdV,Default Response Set,Anonymous,,,14.139.244.242,0,26/05/2016 12:03,26/05/2016 12:39,1,1,1,0,0,177.783,0,1,80,1,4.411,29.007,36.67,4,,,,,,,1,8,9,because i think i have made an appropriate contribution it`s not very less and even not much so that i will face the loss.,1,6,4,4,8,4,6,7,6,3,7,8,9,2,7,4,5,9,8,8,8,8,9,8,8,8,7,7,7,6,6,9,9,3,1,2,0,0,8,9,5,1,1,1,2,This study is trying to see the group involvement or about our society in which we live and types of people we deals with. In this study intially we were asked to contribute money and it was also told that we our members of a group in which we will share the amount.,no,2,3,5,6,76,2,allahabad,0,25.44999695,81.8500061,-1
R_2afqWEoxxKXb7dc,Default Response Set,Anonymous,,,14.139.244.242,0,20/05/2016 11:05,20/05/2016 11:34,1,1,1,0,0,498.005,0,1,0,1,6.453,11.649,13.336,3,,,,,,,1,1,1,"If I am not contributing then, I get rupees 200 which is a profit for me and then I can share as well as utilize it with my team team. / Thank you. / Amitabh Bhattcharya",1,9,1,9,9,9,9,9,9,1,2,1,8,1,5,4,7,5,9,9,9,2,9,6,8,5,3,7,3,8,6,9,9,4,10,1,0,0,3,4,5,3,3,3,2,"I felt that we we specially trying to analyze whether sociocracy and democracy has been successful in keeping us united ,and does both of them have been able to tie our strings together.",No,5,3,4,4,75,1,"Born in allahabad, studying in jaipur, India",0,25.44999695,81.8500061,-1
