V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy
R_1eQvqQo8NuTZkuT,Default Response Set,Anonymous,,,193.136.53.32,0,3/15/16 16:28,3/15/16 17:02,1,1,1,53.131,53.131,62.841,1,1,,,,,,,1,1,14.291,20.285,23.777,2,1,5,9,"Se eu contribuir com 100 centimos, assim como todos os membros do grupo, então no total haverá 200 cêntimos que repartidos pelos 4 membros, dá uma quantidade ganha de 50 centimos. Se eu contribuir com 100, mas os outros não contribuírem com nada, então receberei na mesma 25 centimos.  / Contudo se eu contribuir com os 100 centimos, mas os outros com 200, eu recebo uma quantidade de 400 centimos que somando aos 100 que guardo dá no total de 500. / Desta forma, embora garanta prejuízo nas possibilidades em que os outros oferecem menos dinheiro, nunca fico sem centimos, podendo eventualmente recuperar o meu dinheiro em contribuições futuras. ",1,8,8,9,8,7,8,8,7,5,7,7,5,1,5,5,6,8,7,7,9,5,7,8,7,4,4,4,7,3,7,3,4,3,0,0,1,0,3,8,3,2,1,1,1,"Penso que este estudo tenta demonstrar qual a relação entre a personalidade/ideias e a capacidade de investimento/aposta e se nesse contexto pessoas que primeiramente, segundo a sua personalidade/ideias, tomariam uma decisão, quando inseridas neste meio se tomam atitudes diferentes.  ",Porquê que é um estudo remunerado? ,9,3,2,4,78,1,"Porto, Portugal",4,41.14959717,-8.610992432,-1
R_1ewyl4tOn7W7bgg,Default Response Set,Anonymous,,,193.136.53.32,0,4/20/16 15:24,4/20/16 15:41,1,1,1,92.78,92.78,93.537,1,1,,,,,,,0.5,1,12.392,19.166,22.026,2,1,9,1,"É sempre um risco apostar num projecto que não conhecemos bem e quando não se conhece bem os outros elementos dos grupos. É preferível apostar com cautela, desde que haja lucro para todos, somos uma equipa.",1,3,5,9,9,5,6,8,5,3,5,5,7,5,5,5,4,9,9,9,9,8,9,9,6,2,6,4,6,5,9,7,6,1,1,0,0,1,8,6,1,3,3,1,2,"Achei este estudo um pouco confuso. Temos de viver em sociedade com pessoas que não conhecemos, que são estranhas para nós. Este estudo colocou-me numa situação em que tinha de tomar decisões de um projeto que não conhecia bem e com pessoas virtuais, que não conheço. Não arrisco muito quando não me sinto confortável, quer seja por não conhecer as pessoas, ou o trabalho. / Este estudo tenta demonstrar, precisamente, como trabalharia ou confiaria o ""meu"" dinheiro com pessoas estranhas num projeto comum onde poderá ocorrer benefícios entre todos.",Não.,9,7,2,5,65,2,"Vila Nova de Famalicão, Portugal",0,41.14959717,-8.610992432,-1
R_1f1U501tTbBUpoi,Default Response Set,Anonymous,,,193.136.53.32,0,4/20/16 16:03,4/20/16 16:54,1,1,1,64.24,83.943,86.559,3,1,,,,,,,1,1,19.579,28.341,29.772,3,1,5,1,"Foi uma decisão ponderada com base na estimativa risco-benefício. A atribuição de 2euros por parte de todos seria a mais vantajosa para o grupo como um todo. No entanto, dado que o maior benefício é o de não contribuir quando os outros o fazem, tal poderá ter feito com que pelo menos um dos colegas do grupo não tenha contribuído. ",1,6,5,4,8,7,4,4,7,5,4,3,7,2,6,5,2,9,8,9,9,3,9,9,9,4,4,2,5,3,4,2,9,1,0,1,0,0,6,9,3,2,1,2,2,Capacidade de tomada de decisão com base na ponderação do risco benefício em contexto de grupo. ,Não,3,5,5,2,70,2,"Porto, Portugal",0,41.14959717,-8.610992432,-1
R_1fcRkdw5T2gpno8,Default Response Set,Anonymous,,,193.136.53.32,0,4/11/16 16:30,4/11/16 16:54,1,1,1,79.125,91.972,96.538,2,1,2,1,10.033,10.033,19.378,1,,,,,,,1,9,1,"Selecionei a quantia escolhida porque, pessoalmente, acredito no trabalho em grupo para maior ganho de todos em favor do meu maior ganho individual. Com base nisso, decidi contribuir com a totalidade do que me foi cedido esperando o mesmo por parte dos outros participantes, uma vez que tenho como premissa para minha vida fazer pelos outros o que gostaria que fosse feito por mim. Dessa forma, pensando mais no social que na minha individualidade, escolhi contribuir com a quantia toda.",1,7,4,8,9,5,4,5,3,3,2,3,3,1,6,2,7,8,7,7,9,3,9,7,8,1,1,3,8,3,6,5,6,1,0,0,3,0,5,7,3,2,1,2,2,"Acredito que esse estudo é uma boa forma de analisar o processo de tomada de decisões com base em se a pessoa avaliada é mais preocupada com a sua individualidade ou com o bom desempenho do grupo, seja de trabalho, familiar ou de amigos. Usar o incentivo financeiro real é uma boa forma de incentivo ao pensamento mais cauteloso acerca de tomada de decisões, de forma que achei bastante interessante a forma que o trabalho está sendo desenvolvido.",não,6,2,4,4,75,2,"João Pessoa, Brasil",0,41.14959717,-8.610992432,-1
R_1FJsWTthZgkGEyq,Default Response Set,Anonymous,,,193.136.53.32,0,4/27/16 16:27,4/27/16 16:57,1,1,1,97.071,97.071,98.888,1,1,1.4,1,6.204,8.373,15.472,4,,,,,,,1,9,1,para todos beneficiarem e pressão do tempo,1,7,3,9,7,4,3,4,4,6,2,2,4,1,3,2,5,8,5,4,6,3,6,6,3,8,5,3,4,6,2,3,1,1,0,0,0,0,1,2,2,1,3,1,2,relação entre as características da pessoa e forma como toma decisões em seu benefício ou em prol do grupo,confuso,3,5,4,4,66,2,Porto,0,41.14959717,-8.610992432,-1
R_1FmMFYZ7ivDUZJO,Default Response Set,Anonymous,,,193.136.53.32,0,3/9/16 15:55,3/9/16 16:39,1,1,1,0,0,145.633,0,1,,,,,,,,1,0,0,31.738,0,1,9,1,"Pela descrição feita, a nível pessoal seria maior a quantia recebida, no valor de 5€, no entanto, os restantes elementos do grupo receberiam apenas 3€.",1,6,9,9,9,9,9,9,7,1,5,1,5,1,5,1,5,9,9,9,9,3,9,4,5,4,5,2,5,5,1,5,9,1,0,0,0,0,1,5,3,1,3,2,2,"É um tema muito importante, apesar de a maioria das pessoas não o valorizar. Contudo, em certos casos pode até ser controverso. / Julgo que o estudo tenta demonstrar em que argumentos nos suportamos para as tomadas de decisão. Tenta demonstrar da maneira mais valiosa, para o ponto de vista social, a nível monetário, pois hoje em dia, nada se faz sem dinheiro.",não,7,4,9,4,76,2,Matosinhos,1,41.14959717,-8.610992432,-1
R_1FRtNuRm7SHklb7,Default Response Set,Anonymous,,,193.136.53.32,0,3/18/16 10:02,3/18/16 10:29,1,1,1,0,0,45.483,0,1,,,,,,,0.8,1,11.514,11.514,13.147,1,1,5,2,"Pessoalmente, é melhor nao contribuir e assim ter mais ganhos em grupo.",1,5,5,9,7,3,5,6,5,3,3,1,4,2,4,3,6,7,9,9,9,1,7,9,7,5,6,9,5,7,8,3,8,1,0,0,0,0,2,8,3,3,3,1,2,"Este estudo tenta demonstrar como é que as pessoas agem em sociedade e se apenas lhe interessam os benefícios pessoais ou aqueles que são em prol do grupo/sociedade, tentando perceber os objetivos de cada pessoa. ","Tive algumas dúvidas em relação ao problema da contribuiçao dos centimos, provavelmente não lhe dediquei o devido tempo e atenção.",2,3,3,3,78,2,"Porto, Portugal",5,41.14959717,-8.610992432,-1
R_1Ftin7cE412kIkF,Default Response Set,Anonymous,,,193.136.53.32,0,4/11/16 16:31,4/11/16 16:58,1,1,1,0,0,76.153,0,1,,,,,,,2,1,12.292,22.602,23.788,2,1,9,1,"É o projeto comum em que acredito e que damos tudo o que temos e o que conseguimos para o mesmo. É algo que investimos para que o projeto tenha frutos, não necessariamente monetários mas também ver o projeto terminado e bem sucedido. / É sempre necessário ver o panorama geral. E se entramos neste estudo juntos, e somos todos amigos (amigos, amigos, negócios à parte), mas à partida confiamos neles. E como entramos juntos, damos todos o que reservamos para o projeto, os tais 2 euros. É algo equitativo e que trará mais frutos para todos no final. ",1,6,5,7,6,9,4,6,7,3,6,4,6,4,4,7,5,8,9,7,7,5,8,7,6,3,4,3,8,4,5,3,5,1,0,0,0,0,6,7,3,3,3,1,2,"Se o estudo era tão pequeno como foi (a parte em que de facto se falou do dinheiro), então estava à espera de mais. Mas provavelmente a parte pessoal também seja parte do estudo e seria para verificar a personalidade das pessoas na escolha e decisão, quanto a colegas, amigos, e sentimentos.","Pensava que teria algum engano de modo a ludibriar os participantes, e que haveria mais algo. Já disse anteriormente, mas considero que a parte pessoal é a que mais vos importa para analisar o que nos motiva a escolher, dependendo de diferentes personalidades. / A questão de ganhar mais ao longo do estudo é que me suscita dúvidas, pois dizem que o estudo não engana e que garantiria 2,50 à partida. Não me afeta em nada ganhar ou não ganhar, o estudo pareceu-me interessante, daí ter participado.",3,4,5,5,75,1,"Porto, Portugal",2,41.14959717,-8.610992432,-1
R_1FzlEkTvRAWwmWA,Default Response Set,Anonymous,,,193.136.53.32,0,3/18/16 10:02,3/18/16 10:34,1,1,1,95.126,95.126,96.466,1,1,1.2,1,11.183,11.183,15.894,1,,,,,,,1,9,1,"a quantia que selecionei para contribuir para o projeto como um todo foi de 1.2 uma vez que essa quantia vai ser duplicada e , se os participantes do meu grupo pensarem da mesma forma, vai gerar mais ganhos para todos.",1,6,1,8,6,4,7,9,7,4,6,6,4,1,6,6,3,8,8,9,9,6,9,7,8,4,4,8,7,9,8,7,9,1,0,0,0,0,5,7,3,3,3,2,2,"a meu ver, este estudo pretende demonstrar o que a grande maioria das pessoas preferem: guardar o dinheiro para si ou usá-lo para o bem do grupo / ",nao,9,3,2,4,78,2,"matosinhos, portugal",6,41.14959717,-8.610992432,-1
R_1gGyLtmipDk85AM,Default Response Set,Anonymous,,,193.136.53.32,0,4/12/16 16:24,4/12/16 16:54,1,1,1,0,0,50.729,0,1,2,1,4.08,5.085,6.598,2,,,,,,,1,9,9,"Se todos os participantes contribuírem com a totalidade do valor, valor esse que será duplicado e dividido por todos sairíamos todos a ganhar e a ganhar o mesmo. Como se trata de um estudo e é dinheiro que anteriormente eu não possuía tenho mais a ganhar se todos os participantes pensarem como eu e cederem a totalidade do dinheiro que nos foi dado inicialmente. Individualmente ganhar-se-ia mais ao ter garantido por exemplo 1 euro mas só seria vantajoso se muitos dos participantes cedessem a totalidade do dinheiro que lhes foi atribuído.",1,7,2,7,8,9,6,7,9,1,2,2,2,1,2,2,5,8,6,9,9,1,9,7,8,5,4,3,5,4,4,3,6,1,0,0,0,0,6,8,3,3,3,2,2,"Penso que este estudo tenta demonstrar como um indivíduo age sabendo que estão outras pessoas, conhecidas ou não, envolvidas e se tem uma atitude mais egoísta ou mais altruísta no que toca ao poder de decisão sabendo que se trata de um objectivo/bem comum.","não, apenas curiosidade sobre o ""resultrado final""",9,7,9,7,74,2,Porto,2,41.14959717,-8.610992432,-1
R_1gSg2S7gNYw1OLD,Default Response Set,Anonymous,,,193.136.53.32,0,4/13/16 14:58,4/13/16 15:32,1,1,1,2.34,5.149,23.161,2,1,,,,,,,,1,0,0,11.503,0,1,3,3,Pela divisão.,1,5,4,8,8,5,6,6,5,6,4,4,3,5,4,3,4,5,4,3,6,3,5,6,8,6,8,8,5,6,5,8,6,1,0,0,0,0,4,5,2,3,2,1,2,Este estudo pretende demonstrar as atitudes das pessoas através das escolhas de uma amostra de pessoas.,não.,4,2,5,4,74,1,Portugal,1,41.14959717,-8.610992432,-1
R_1GTf60kWBfEHprM,Default Response Set,Anonymous,,,193.136.53.32,0,4/13/16 16:41,4/13/16 17:17,1,1,1,127.572,127.572,133.151,1,1,1,1,12.358,23.901,25.278,2,,,,,,,1,5,9,Separação por partes iguais ,1,3,9,9,9,7,9,9,8,1,1,3,1,1,2,4,4,8,8,7,9,7,9,7,9,1,1,9,8,8,2,9,9,1,0,0,0,0,5,7,3,2,2,1,2,"Penso que este estudo de carácter breve, generativo e sucinto se debruça essencialmente no comportamento humano quando este está exposto a diferentes ambientes - sozinho | pessoal, com a família/ amigos/ trabalho - social, e de que forma os indivíduos reagem a diferentes estímulos. ",não,7,2,5,2,74,1,"Maia, Portugal",0,41.14959717,-8.610992432,-1
R_1hQNA5PEtVUA6XH,Default Response Set,Anonymous,,,193.136.53.32,0,3/8/16 15:59,3/8/16 16:33,1,1,1,0,0,116.33,0,1,0.8,1,9.433,9.433,10.134,1,,,,,,,1,3,9,"A razão pela qual seleccionei aquela determinada quantia foi devido ao facto de quanto menos perdermos, de certa forma, ganhamos mais.",1,4,9,9,9,9,6,8,4,7,1,9,2,1,9,1,6,9,9,9,9,1,8,9,7,1,2,8,8,1,9,5,6,1,1,0,0,0,3,10,2,3,1,2,2,"Confesso que não percebi do que é que este estudo tratava porque sinceramente nunca fui muito boa a matemática e o ""problema"" deixou-me um bocado confusa apesar de o ter lido mais que uma vez. Gostei da parte das perguntas sobre mim própria porque gosto desse tipo de estudos que tenha mais haver com a sociedade.",Não.,9,2,9,7,78,2,Penafiel,6,41.14959717,-8.610992432,-1
R_1hWRCfIf3QbtQI9,Default Response Set,Anonymous,,,193.136.53.32,0,4/26/16 16:32,4/26/16 17:00,1,1,1,0,0,152.937,0,1,2,1,6.632,6.632,9.289,1,,,,,,,1,9,1,o ganho é semelhante de qualquer forma e assim estaria a contribuir para algo em comum .,1,7,2,9,9,6,7,6,2,2,2,4,5,1,4,1,9,7,8,9,6,7,8,6,6,8,1,2,6,7,1,3,6,1,0,0,0,0,6,8,3,1,3,2,2,na tomada de decisão se confiamos apenas em nos próprios ou nos outros também. em que medida trabalhamos em equipa ou preferimos individualmente. ,nao,2,6,2,6,72,2,porto,1,41.14959717,-8.610992432,-1
R_1IFNQo0QFs3p5RR,Default Response Set,Anonymous,,,193.136.53.32,0,3/8/16 10:58,3/8/16 11:28,1,1,1,0,0,104.02,0,1,1.2,1,9.391,9.391,10.211,1,,,,,,,1,9,1,"Será uma quantia moderada, que me permitiria ajudar o grupo como um todo, sendo, ainda, plausível de ganhar dinheiro, não o investindo na totalidade. Assim, penso que a quantia dispendida acaba por ser moderada e passível de ganhos em termos pessoais.",1,8,8,9,9,9,8,8,9,9,6,8,6,8,7,7,2,7,8,9,9,2,3,8,7,2,1,9,5,6,8,9,9,3,2,0,2,0,4,8,2,1,3,1,2,"Penso que pretende demonstrar o poder de tomada de decisão na forma como beneficiámos, pessoalmente ou a nível de grupo, de uma decisão, em concordância com a de outros. Gostei da forma como o tenta fazer, sendo, no entanto, injusta a forma como, no final, dependemos tanto dos outros para aumentar o dinheiro ganho.",A forma como dependemos dos outros para aumentar o dinheiro que recebemos. / ,6,2,6,2,78,1,"Vila do Conde, Portugal",8,41.14959717,-8.610992432,-1
R_1IoSaYMNKGzdHGB,Default Response Set,Anonymous,,,193.136.53.32,0,4/20/16 16:02,4/20/16 17:15,1,1,1,34.747,172.952,210.711,4,1,2,1,3.508,3.508,9.639,1,,,,,,,1,9,9,"Eu não sei quanto é que cada membro do meu grupo decide contribuir para o projeto comum, porque não há forma de prever se acham que a matemática os vai favorecer conforme contribuam tudo, muito, pouco, ou nada. A única coisa que eu sei, e que espero que os meus membros de grupo estejam conscientes, é que eles estão na mesma situação, ou seja, que não sabem quanto é que eu ou os outros decidirão contribuir. Não faz sentido eu não contribuir, porque não sei se eles estão a pensar como eu ou ao contrário. Logicamente, apesar de ser um risco para mim, a opção coletivamente mais segura é contribuir o máximo possível. Desta forma, se todos tivermos pensado bem, duplicamos o dinheiro total, e consequentemente, o individual.",1,3,5,8,7,3,5,6,7,3,5,2,4,2,1,8,3,4,2,6,9,2,7,3,3,1,2,7,2,8,3,7,3,1,0,0,0,0,7,9,3,3,3,2,1,"Penso que estará relacionado com a quantidade de conhecimento que temos sobre o conhecimento de outras pessoas, ou seja, como é que pensamos que os outros pensam em termos de justiça, por exemplo. Não consigo imaginar uma hipótese específica colocada neste estudo. Contudo, o uso de quantias de dinheiro é uma forma eficaz de avaliar isto, especialmente porque tem consequências reais e tangíveis para mim e para o grupo.",Não.,7,7,3,6,75,1,"Viseu, Portugal",0,41.14959717,-8.610992432,-1
R_1irjqMJc5oPIhpL,Default Response Set,Anonymous,,,193.136.53.32,0,3/8/16 10:58,3/8/16 11:36,1,1,1,0,0,152.234,0,1,,,,,,,1,1,21.812,21.812,23.169,1,1,9,1,"Portanto, dado que a melhor proposta seria colocar 0€ no entanto, visto que essa é a melhor proposta individual, parece-me que seria a mais escolhida e a mais obvia pela parte dos outros participantes. Porem, se ninguem colocar dinheiro nenhum, cada um de nos ficaria apenas com os seus 2 respectivos euros. Por outro lado, ao colocar dois euros, ganharia apenas 1€ de lucro, ficando com tres euros no total, dando, nao so a hipotese dos outros ganharem muito mais que eu (5€) mas tambem a de eu nao ganhar muito para alem do investido. Decidida a dar apenas um euro por ser a hipotese em que o prejuizo e o beneficio estariam mais equilibrados. portanto, a escolha mais segura",1,7,2,8,8,9,8,8,8,7,7,3,6,1,7,6,6,8,4,8,9,3,9,8,8,2,2,4,7,8,3,7,9,1,0,0,0,0,8,4,3,1,1,2,2,Parece-me que este estudo tenta perceber de que forma as pessoas têm a predisposiçao para cometer riscos maiores sabendo que ha hipotese de haver terceiros mais beneficiados com o assunto ou de apenas jogar por si proprio; a predisposiçao para o risco e para o grau de generosidade,não,6,2,2,3,75,2,Porto,3,41.14959717,-8.610992432,-1
R_1jB1oWrNY7LgRkM,Default Response Set,Anonymous,,,193.136.53.32,0,3/18/16 10:02,3/18/16 10:29,1,1,1,11.2,63.518,68.142,25,1,1,1,11.487,11.487,14.591,1,,,,,,,1,9,1,De modo a gerar ganhos para mim e para o grupo. ,1,7,3,9,5,9,5,6,9,4,7,3,6,7,6,8,9,7,9,9,9,4,7,8,7,5,5,3,5,6,2,5,8,1,0,0,0,0,1,7,2,3,2,1,2,Este estudo pretende demonstrar como as pessoas se comportam em sociedade. ,Algumas perguntas foram muito repetitivas.,4,4,4,5,79,2,"Paredes, Portugal ",6,41.14959717,-8.610992432,-1
R_1jSXDkCd2XcFAZn,Default Response Set,Anonymous,,,193.136.53.32,0,4/13/16 16:25,4/13/16 17:06,1,1,1,122.515,150.825,153.88,2,1,2,1,4.444,4.444,6.969,1,,,,,,,1,9,1,"Se contribuir com os 2€ para o projeto comum, com vista a duplicar todo o dinheiro alocado para o projeto que depois será dividido equitativamente por todos os elementos do grupo, esta será a melhor decisão a tomar enquanto grupo.",1,8,7,9,9,9,4,9,5,7,2,4,3,1,9,7,2,8,7,6,9,3,7,4,3,3,4,1,3,9,1,4,9,1,1,0,1,0,3,4,2,3,3,2,2,Na minha opinião este estudo pretende comparar as atitudes das pessoas quando confrontadas com duas situações: o ganho próprio enquanto indivíduo e o ganho enquanto grupo,não,4,3,2,5,74,1,"Porto, Portugal",0,41.14959717,-8.610992432,-1
