V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy
R_86orqJqJH6iUYuJ,Default Response Set,Anonymous,,,149.169.163.238,0,9/22/15 11:50,9/22/15 12:23,1,1,1,0,0,95.563,0,1,400,1,0,0,13.75,0,,,,,,,1,9,1,I chose to contribute all of my money because it has the higher payoff for everyone if everyone choses to contribute all of their money. ,1,8,3,8,4,5,7,7,4,4,4,3,3,2,5,4,4,6,5,5,5,3,5,4,4,2,3,3,5,2,4,3,5,1,0,0,0,0,2,7,2,3,2,1,2,I feel as though the present study was attempting to demonstrate how people can/will look out for themselves more or less than they would look out for a stranger. ,no.,3,3,2,3,75,2,"Unuted States, AZ",0,33.41479492,-111.9093018,-1
R_1Nb1pWjQZwNGmpY,Default Response Set,Anonymous,,,149.169.164.102,0,9/22/15 11:47,9/22/15 12:25,1,1,1,0,0,115.887,0,1,400,1,0,0,16.589,0,,,,,,,1,9,3,I chose to contribute 400 cents because I do not want to be selfish and at the end be $4 richer than my group.  I also have hope that my group would do the same for me.,1,6,1,9,6,4,8,9,7,5,9,8,2,2,5,6,9,8,5,6,9,6,2,9,8,1,2,8,9,8,9,8,8,1,0,0,0,0,6,7,3,2,1,2,2,"It was trying to show how will people react when they are given a money, will they be sellfish by keeping the money or will they think about their group members.",no,9,7,9,7,75,2,"Phoenix, AZ, United States",3,33.41479492,-111.9093018,-1
R_2VK0P9DjKIV32bK,Default Response Set,Anonymous,,,149.169.151.19,0,10/6/15 11:44,10/6/15 12:16,1,1,1,0,0,55.135,0,1,240,1,0,0,8.84,0,,,,,,,1,1,6,"It seemed like an even amount that could be beneficial to the group, and if everyone in the group received the same instructions, I was guessing that at least one person would contribute nothing, so for the group giving a little more than half seemed like a fair way to do it assuming one person didn't contribute.",1,7,7,9,7,4,3,5,7,3,3,4,3,1,9,2,4,7,5,6,9,6,5,6,2,3,3,7,7,4,7,8,5,1,0,0,0,2,3,9,3,2,3,2,2,Group decision making when interacting with strangers towards a common goal by having the participants put money into a pool but where not everyone had to participate in order to benefit.,No,4,3,4,3,75,1,"Phoenix, AZ USA",0,33.41479492,-111.9093018,-1
R_3HAM2TS8maWa41i,Default Response Set,Anonymous,,,149.169.132.178,0,10/6/15 11:46,10/6/15 12:18,1,1,1,0,0,91.952,0,1,,,,,,,280,1,0,0,31.106,0,1,9,1,I chose to contribute the amount that I did because it didn't seem like a low amount to throw in.,1,8,6,9,8,7,8,7,6,3,6,3,5,1,7,7,5,8,8,8,8,9,9,8,6,5,6,2,7,5,7,1,3,1,1,0,0,0,7,9,1,2,1,1,2,Showing us how our minds make up decision in different scenarios that test different parts of us. The first tried to use greed to entice our decision making and the rest were all real life scenarios.,No,5,9,4,9,77,1,"Seattle, US",0,33.41479492,-111.9093018,-1
R_1mqFjUhK4UZybUy,Default Response Set,Anonymous,,,149.169.214.176,0,10/6/15 11:41,10/6/15 12:18,1,1,1,15.181,56.466,64.468,4,1,400,1,0,0,9.859,0,,,,,,,1,1,1,"Benefit of the doubt fro the rest of the group--I'm not necessarily a selfish person, at least I like to think, therefore I put all my money into the groups contributions in hope that everyone will put the same amount so we all get paid more rather than only myself receiving more money than everyone else",1,7,7,7,9,9,3,9,9,1,1,2,1,1,8,7,8,5,9,9,6,4,7,8,8,1,1,7,8,1,1,5,9,1,1,0,0,0,2,7,2,1,1,1,2,Why you make the decisions you make in your everyday life and what factors go into those decisions.,no,7,9,5,9,78,2,"U.S.A., Las Vegas, Nevada",0,33.41479492,-111.9093018,-1
R_2tm0dpya175q0Km,Default Response Set,Anonymous,,,149.169.223.89,0,10/6/15 11:42,10/6/15 12:19,1,1,1,0,0,78.906,0,1,,,,,,,400,1,0,0,14.967,0,1,9,5,"While the choose to earn more myself is tempting, I do not know what others may need the money for and would dislike to lessen the amount someone gets just for my own gain. Even if I may never know what they need or wanted the money for.",1,8,6,8,8,7,8,7,6,6,3,7,2,2,6,3,8,6,9,8,7,4,6,7,8,1,2,1,7,3,8,4,2,1,3,0,1,0,6,8,1,3,1,2,2,"Show trust in strangers based on if you tried to get the more ""fair"" amount of money vs if you tried for the higher payout thinking that one of them may.",No,2,6,9,6,73,2,"Tucson,AZ, USA",0,33.41479492,-111.9093018,-1
R_pfST66etv51USzf,Default Response Set,Anonymous,,,149.169.220.224,0,10/6/15 11:45,10/6/15 12:20,1,1,1,0,0,126.027,0,1,400,1,0,0,10.011,0,,,,,,,1,9,1,"Even if someone chose to keep their 4 dollars my group will get 6, if everyone acts as a team we get 8. It seemed unlikely I would be the only one not to contribute to the group as a whole and get 10 dollars.",1,7,7,7,8,9,7,8,8,4,3,4,8,6,7,8,2,8,7,8,7,3,7,8,9,5,6,6,8,5,6,5,7,1,0,0,0,1,4,7,3,3,2,1,2,Whether or not people consider themselves first when making a decision or consider the group when there is a reward involved.,no,5,3,5,3,72,1,"Glendale,Az United States",0,33.41479492,-111.9093018,-1
R_1H8oUrpLnHTOURU,Default Response Set,Anonymous,,,149.169.180.110,0,10/6/15 11:51,10/6/15 12:20,1,1,1,0,0,69.984,0,1,,,,,,,400,1,18.773,21.213,33.012,2,1,9,9,everyone likes money. so if we want all of our money to double then everyone is likely to put all there money in to get double in return. so I put all of my money in so we all can get 8 dollars,1,9,7,9,9,7,8,9,8,2,9,2,4,2,7,8,7,8,8,9,9,8,8,3,8,8,5,8,9,9,9,8,9,1,0,0,0,0,3,8,2,2,3,2,2,I think it was trying to show how our decisions impact our life and in this study they used money. so if you make a bad decision with your money you don't get a negative outcome but if you make a good decision you get a positive one. and the study showed this by saying that if we put all of our money it would double. and if one person keeps there 4 dollars the rest would still get a little more. ,no,7,2,7,2,78,2,phoenix arizona usa,2,33.41479492,-111.9093018,-1
R_1mO8x3PXoZcexcY,Default Response Set,Anonymous,,,149.169.238.201,0,10/6/15 11:47,10/6/15 12:20,1,1,1,0,0,79.467,0,1,222,1,0,0,14.561,0,,,,,,,1,9,5,I chose to contribute 200 cents because it is an even number,1,6,7,9,8,9,8,6,7,9,2,9,3,4,9,9,8,4,8,7,9,2,7,6,9,7,4,9,7,4,8,3,9,2,1,0,0,0,1,6,3,2,2,1,2,I feel like this presentation was trying to show how a person thinks and makes decisions on different topics. ,no,5,9,7,2,77,2,Buckeye,1,33.41479492,-111.9093018,-1
R_2PaGrVeZchjZweX,Default Response Set,Anonymous,,,149.169.216.245,0,10/6/15 11:49,10/6/15 12:22,1,1,1,0,0,54.527,0,1,,,,,,,400,1,0,0,20.599,0,1,9,1,I figured if I had contributed my full amount I had the best possiblity statistically to make the most return. In betting that one person of the two woul dbe selfish and want to keep their money. Vs if I kept mine I would be relying on BOTH of the other two to be selfish.,1,7,8,8,8,7,9,5,6,2,2,2,3,1,7,5,2,7,5,6,7,6,7,6,5,2,4,3,8,8,2,6,5,1,9,0,0,1,7,8,1,2,2,1,2,I belive it might be a level of trust questionaire. The money portion is dealing with what you feel others will do when pooling resources as a meter of trust. I also feel a few questions were aimed at previous exsperiance with SONA research to see how this pool or participants has been treated.,Had a brief doubt I was actually being paired with another person or persons. ,5,3,5,3,62,1,"Denver, Colorado, USA",0,33.41479492,-111.9093018,-1
R_rqpxDx9Uejp4P3X,Default Response Set,Anonymous,,,149.169.208.171,0,10/6/15 11:43,10/6/15 12:22,1,1,1,0,0,102.201,0,1,,,,,,,400,1,0,0,42.448,0,1,9,1,I assumed that the other members in my group would hold the common interest of the groups gain above their own personal gain. This is because ten dollars is not that much money so there's less of a reason to try to take the two dollar gain that you would get from being self-centered.,1,6,3,7,8,8,5,6,7,5,6,5,4,1,5,5,5,7,6,5,6,3,6,6,8,2,1,3,5,4,4,4,7,1,3,0,0,0,4,7,3,2,2,2,2,I think that the present study is examining the connection between one's ability to trust strangers and their willingness to bet on it.,no.,6,9,6,9,75,2,"Eagle River, Alaska",0,33.41479492,-111.9093018,-1
R_2bPkrgOL3ATIhYq,Default Response Set,Anonymous,,,149.169.213.51,0,10/6/15 11:48,10/6/15 12:23,1,1,1,0,0,71.792,0,1,157,1,0,0,13.388,0,,,,,,,1,4,8,I believe I contribute the amount that I pay because it is the total of what a single people will earn,1,7,7,8,5,4,7,8,9,2,4,4,4,2,2,8,7,7,8,9,8,8,9,7,5,9,9,8,8,8,5,5,9,1,0,0,0,0,5,9,3,3,1,2,2,I believe that the present study was trying to show how you communicate with others and how you contact them as well as trusting them. I believe it was trying to show it because it asks exactly what you see in strangers and if you have good relationship with better your peers or strangers.,no,7,2,6,2,78,2,Phoenix,2,33.41479492,-111.9093018,-1
R_3sh6xDmgu2m84d8,Default Response Set,Anonymous,,,149.169.144.125,0,10/6/15 11:43,10/6/15 12:24,1,1,1,0,0,65.85,0,1,400,1,8.517,8.517,11.837,1,,,,,,,1,9,1,I chose to contribute the amount I did in order to help the group get the largest amount possible while hoping they did the same,1,6,6,9,8,5,3,7,6,2,8,3,7,4,7,8,8,7,3,7,7,9,9,7,7,1,2,4,3,7,6,3,5,1,3,0,0,0,4,9,3,2,2,1,2,I think the study was trying to show if people who think they can trust strangers or other people in their lives will do what they think will help a community or themselves. It asked questions about our personality and how we felt about others during different citations but before we could start thinking about ourselves we were asked to participate on a tasked that made us make a quick response that could correlate with our personality.,no,5,3,5,2,75,2,"Los Angeles, California ",0,33.41479492,-111.9093018,-1
R_1Ke9cpuGH7zarNE,Default Response Set,Anonymous,,,149.169.223.197,0,10/6/15 11:47,10/6/15 12:24,0,1,1,0,0,62.88,0,1,,,,,,,400,1,0,0,26.158,0,1,9,6,"Personally, I would not be interested to keep the money myself, but in order to help my group to obtain more or at least some money then I would just contribute with the whole $4.",1,7,5,8,8,6,6,6,8,3,6,5,6,4,7,3,8,8,7,8,7,5,7,7,7,3,7,7,6,7,6,8,8,1,0,0,0,0,5,8,3,3,2,2,2,"I believe that the present study was trying to show us that the decisions we often make are usually associated with how much trust we have towards someone or something. For example, the part about the money, we all want to have more and we want to trust our group-mates to think the same way as we do but we are not so sure that they will do the same thing. And that is how this study is trying to show it, ""will we make the decision to trust them or not?""",no,,,,,,,,,,,-1
R_2duuc0UDyv8S1B6,Default Response Set,Anonymous,,,149.169.211.220,0,10/20/15 11:48,10/20/15 12:14,1,1,1,0,0,86.345,0,1,400,1,0,0,12.077,0,,,,,,,1,9,1,"If everyone else in my group made the same contribution then all of our money doubled, which is what I am hoping for.",1,5,3,9,7,8,9,7,9,2,9,2,4,3,5,7,4,6,7,9,5,7,5,2,5,8,4,3,3,4,3,4,8,1,4,0,0,0,5,7,3,3,3,1,2,"I think it was trying to show the thought process of people, as well as their understanding of certain situations.",no,4,4,5,3,76,1,"Plainfield, Illinois",0,33.41479492,-111.9093018,-1
R_yJF6gcvJJ3yFGqB,Default Response Set,Anonymous,,,149.169.240.164,0,10/20/15 11:52,10/20/15 12:15,1,1,1,0,0,69.071,0,1,,,,,,,400,1,0,0,11.042,0,1,9,9,"Contributing 400 cents, means that the group will receive double the earnings. for every cent donated the group receives two cents.... not to mention why not donate $4?",1,7,5,7,7,8,5,8,7,4,9,3,6,6,8,9,3,6,5,8,6,5,9,8,9,4,8,8,9,7,3,9,6,1,0,0,0,0,1,8,2,1,2,1,2,"I am assuming it is trying to show how people in close proximity and doing the same study, would react to strangers and if their own biases against strangers would make them less likely to contribute to strangers and help them or not.","Honestly I assume this study is suspicious as most are, trying to understand why people do the things they do, without them knowing what they are judged upon.",4,3,4,3,69,2,"Morris, IL",0,33.41479492,-111.9093018,-1
R_9MLMCIQtvmD3rkR,Default Response Set,Anonymous,,,149.169.240.217,0,10/20/15 11:44,10/20/15 12:15,1,1,1,0,0,68.712,0,1,,,,,,,400,1,0,0,11.885,0,1,9,1,"I think it is better for everyone to double their money than me making the most money, out of everyone else.",1,9,4,9,8,9,7,8,9,1,1,1,1,1,7,8,9,9,9,9,9,7,9,4,9,4,1,5,9,7,4,8,9,1,0,2,0,0,8,8,1,3,1,2,2,"It was trying to determine group-think, individual differences and group cohesiveness among strangers.",no,6,2,5,2,72,1,"Nogales, Mexico",1,33.41479492,-111.9093018,-1
R_3RsJaUSbzsbbWuE,Default Response Set,Anonymous,,,149.169.219.129,0,10/20/15 11:44,10/20/15 12:16,1,1,1,0,0,77.201,0,1,400,1,10.29,11.005,32.735,2,,,,,,,1,9,1,I figured that I did not have this money when I came in so it would not hurt to share. ,1,9,8,9,9,8,4,5,8,4,4,2,1,3,5,4,7,3,4,5,5,4,5,4,4,3,4,4,3,4,4,5,2,1,4,0,0,0,2,2,2,2,3,2,2,I think the present study is trying to show decision making as an individual and a group member and the situations that can be an influence to making decisions. ,no,3,3,3,3,74,2,"Perris, CA United States",1,33.41479492,-111.9093018,-1
R_3QXViCqJOxTgzIT,Default Response Set,Anonymous,,,149.169.240.184,0,10/20/15 11:48,10/20/15 12:17,1,1,1,0,0,83.91,0,1,,,,,,,400,1,0,0,22.441,0,1,9,1,"My thought process during this was that it wasn't really my money to begin with so I don't really care if I get all of it back or just some of it back.Also, I didn't see the downside in contributing all of my money.",1,9,9,7,8,9,9,6,9,4,5,1,5,5,5,5,9,8,6,9,9,7,5,1,6,2,5,9,3,3,3,2,9,1,0,0,3,2,4,6,2,1,1,1,2,"I think it was trying to show every little decision that you make. Which computer you sit in, how many poeple sign up for the experiment based on the money being distributed, what type of personailty you have often displays how much trust you have in people and every day people doing the right thing. ","I suspect there is no money, which isn't that big od a deal I would still have partcipated in this study.",6,6,9,5,75,2,"Arizona, US",3,33.41479492,-111.9093018,-1
R_2aQVdZJ329FEtNb,Default Response Set,Anonymous,,,149.169.240.162,0,10/20/15 11:38,10/20/15 12:19,1,1,1,0,0,78.244,0,1,400,1,0,0,8.627,0,,,,,,,1,9,1,"I chose to dedicate all of my four dollars to the group because I am not the selfish type. If there is a greater goal that everybody can benefit from, that is the option I am going to choose 99% of the time. ",1,8,5,8,8,9,7,7,9,6,6,3,6,3,7,7,8,8,7,9,7,6,8,9,9,5,5,9,8,7,5,5,6,1,2,0,0,0,6,7,3,2,1,2,2,It seems like this study was aimed at explaining people's willingness to make personal sacrifices in order to achieve a greater outcome for their collective group.,"The only doubt I had is that there could potentially be a few people that would not put their money into the group, in order to get the full payout for themselves.",2,6,5,5,68,1,"Phoenix, Arizona, USA",5,33.41479492,-111.9093018,-1
R_3hlGGyw5uczpUMt,Default Response Set,Anonymous,,,149.169.240.44,0,10/20/15 11:42,10/20/15 12:19,1,1,1,0,0,54.467,0,1,,,,,,,400,1,0,0,18.886,0,1,9,1,"I chose to contribute the amount I did because it is selfish and not fair to the other people in my group if only I benefitted. Therefore, I contributed the amount that would benefit the group as a whole instead of choosing to receive all the money for myself. I don't really care if the other people in my group benefitted because I contributed all four dollars. ",1,7,3,8,3,7,8,6,6,4,6,6,7,3,6,5,6,7,7,5,8,6,7,6,8,6,3,2,5,7,6,7,4,1,2,0,0,0,3,8,3,1,3,2,2,"I think that this study was trying to show the decisions made by participants in whether they were looking out for themselves or if they could decide to trust the other random people in the group and choose to make a decision that would benefit the group as a whole. Also, I think that this could show how much someone could trust  the random people in their group. ",no,7,2,5,2,74,2,"Scottsdale, Arizona, USA",1,33.41479492,-111.9093018,-1
