V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy
R_1Cf3Cp6CdOegKWn,Default Response Set,Anonymous,,,195.37.116.3,0,03.11.15 08:47,03.11.15 10:42,1,1,1,0,0,79.669,0,1,,,,,,,160,1,0,0,32.462,0,1,5,1,"Ich habe ungefÕ_hr die HÕ_lfte fÕ_r mich behalten um Gewinn zu machen, aber trotzdem fast die HÕ_lfte des Geldes fÕ_r das Projekt gespendet um mich daran zu beteiligen.",1,7,8,8,8,1,1,5,4,5,8,6,5,2,3,5,6,8,8,9,9,9,8,5,8,3,2,7,6,3,4,3,5,1,0,0,0,0,4,9,3,2,3,2,1,"Es sollte gezeigt werden, dass es viele Situationen gibt, bei denen man Entscheidungen treffen muss. In der Studie wurde dies anhand von Alltagsbeispielen gezeigt, die grÕ_Õªtenteils bekannt sein sollten.",Man kÕ_nnte sich einige Entscheidungen einfacher vorgestellt haben als sie im Leben in bestimmten Situationen wirklich wÕ_ren.,5,4,5,4,77,2,"Troisdorf, Deutschland",1,50.860.107.421.875,69.741.058.349.609,-1
R_1DXMsVF3SSi3eSu,Default Response Set,Anonymous,,,195.37.116.3,0,25.11.15 12:36,25.11.15 15:25,1,1,1,0,0,90.445,0,1,300,1,19.878,19.878,22.074,1,,,,,,,1,9,1,da ich damit an die anderen Gruppen Mitglieder jeweils 1/4 des Betrages Abgegeben habe,1,7,7,7,9,9,9,9,9,5,6,9,1,1,3,8,7,8,7,8,3,9,8,1,6,8,8,9,7,9,3,9,5,1,3,3,0,1,8,10,1,3,3,2,2,Ich denke es sollten unsere sozial Gweonheiten und unser Gesellschaftbild mittels Fragen gezeigt werden.,nein / ,5,6,6,2,78,1,"Altena (Westf.), NRW, Deutschland",0,50.860.107.421.875,69.741.058.349.609,-1
R_1Ebyj9L1JbopcgH,Default Response Set,Anonymous,,,195.37.116.3,0,10.11.15 12:20,10.11.15 13:08,1,1,1,0,0,87.468,0,1,319,1,8.476,8.476,10.592,1,,,,,,,1,9,5,"Ich habe mich fÕ_r diesen Betrag entschieden, um einen mÕ_glichst hohen Betrag fÕ_r die Gruppe zu erreichen. Allerdings kann ich nicht darauf vertrauen, dass meine Gruppenmitglieder Õ_hnlich wie ich denken und deshalb habe ich nicht die gesamten 4_ŠÎ genutzt.",1,4,4,7,8,6,6,5,6,5,8,5,7,5,7,9,5,6,4,6,3,5,6,6,6,2,6,9,6,5,5,4,7,1,0,0,0,0,7,8,1,2,1,2,2,"Ich denke, in dieser Studie soll gezeigt werden, inwiefern das Vertrauen in andere (Mit-)menschen im Zusammenhang steht damit, wie sehr man auf sich selbst fixiert ist und wie gÕ_nnerhaft bzw. geizig man ist im Zusammenhang mit dem eigenen bzw. dem Erfolg anderer. Vermutlich soll so die Gesellschaft besser eingeschÕ_tzt werden. / Um dies herauszufinden, wurden Fragen zum Charakter gestellt, und Fragen in denen man sein Tun in bestimmten Situationen selbst einschÕ_tzen sollte. Oft schien es so, als ob bestimmte Fragen in ""weiter gefasster Form"" ein weiteres Mal gestellt worden sind.",nein,6,2,4,2,76,2,"Linz am Rhein, Deutschland",1,50.860.107.421.875,69.741.058.349.609,-1
R_1EYYRhW88Giy21R,Default Response Set,Anonymous,,,195.37.116.3,0,04.11.15 11:57,04.11.15 14:24,1,1,1,0,0,90.653,0,1,,,,,,,0,1,0,0,13.927,0,1,1,9,"Da ich mir nicht sicher sein kann, welchen Entscheidungen die anderen Gruppenteilnehmer treffen werden, habe ich mich fÕ_r die sichere Variante entschieden, auf jeden Fall die 4_ŠÎ zu behalten. Nach meiner EinschÕ_tzung ist das Risiko so am geringsten, etwas zu verlieren, vor allem, da ich davon ausgehe, dass die beiden anderen Gruppenteilnehmer auch eher dazu tendieren, das gesamte Geld (oder zumindest einen GroÕªteil davon) zu behalten.",1,8,9,5,3,9,8,9,7,9,9,9,7,9,9,9,1,7,1,5,8,2,8,9,7,1,1,8,4,9,5,1,1,4,0,0,0,0,1,5,2,2,3,2,2,"Wahrscheinlich ging es darum, das Entscheidungsverhalten von Menschen in Gruppen, in denen sie die Denkweisen der anderen Gruppenteilnehmer und die Gruppenteilnehmer selbst nicht kennen, zu ergrÕ_nden und das dann in VerhÕ_ltnis zu setzen zu den jeweiligen persÕ_nlichen Vorausssetzungen. Vielleicht soll gezeigt werden, dass ehrgeizige Menschen eher dazu neigen, egoistisch zu handeln, wenn es ihnen einen Vorteil verschaffen kÕ_nnte, und dass ehrgeizige Menschen generell anderen weniger vertrauen. ","Da nun mehrmals darauf hingewiesen wurde, dass man nicht getÕ_uscht werden wird, wÕ_rde es mich nicht wundern, wenn das Ziel der Studie doch wÕ_re, irgendwie die Probanden zu tÕ_uschen und damit letztlich etwas ganz anderes zu ergrÕ_nden, als das, was von mir vermutet wurde. ",5,9,7,9,77,1,"Ahaus, Deutschland",0,50.860.107.421.875,69.741.058.349.609,-1
R_1gOXAsax8gyO2RI,Default Response Set,Anonymous,,,195.37.116.3,0,04.11.15 15:02,04.11.15 15:51,1,1,1,0,0,112.473,0,1,167,1,7.767,8.589,19.543,2,,,,,,,1,9,1,"Durch die wenig verbliebene Zeit der Entscheidungsfindung, entschied ich mich fÕ_r einen mittleren Betrag, der der Gruppe zugute kommen kann, ohne dass ich meinen gesamten Betrag gebe. ",1,4,7,9,7,8,5,7,5,7,7,7,3,2,5,3,6,6,6,7,9,8,9,8,7,5,6,8,7,4,2,5,2,1,0,0,0,0,6,7,3,2,1,1,2,"Um die tÕ_gliche Interaktion mit Mitmenschen und das Verhalten untereinander zu untersuchen. (Eventuell im Freundes-bzw. Kollegenkreis aber auch der Umgang mit fremden Menschen) / AuÕªerdem die Frage nach der Wichtigkeit des eigenen Leben, seiner BedÕ_rfnisse und seiner Taten fÕ_r einen selbst. Welchen Stellenwert gibt man seinen TÕ_tigkeiten. / Dies wurde versucht zu zeigen, indem man sein eigenes Verhalten durch Fragen reflektiert und sich selbst gegebenenfalls in bestimmte Verhaltensmuster einordnet.","Durch den Zeitdruck und die Frage nach einer schnellen Antwort, vermutete ich eine von den Studienleitern gewollte Intuition, um eine mÕ_glichst ehrliche Antwort zu erhalten. Die Zweifel lagen jedoch daran, dass ich mich falsch entschieden habe und lieber eine andere Zahl hÕ_tte wÕ_hlen sollen.",9,6,9,5,76,2,"Deutschland, Berlin",1,50.860.107.421.875,69.741.058.349.609,-1
R_1H1YAnUuJYNAWyc,Default Response Set,Anonymous,,,195.37.116.3,0,06.11.15 12:51,06.11.15 14:52,1,1,1,0,0,155.126,0,1,,,,,,,320,1,0,0,54.411,0,1,9,5,"Es wurde beschrieben, dass man mehr Geld verdienen kann, wenn man als einziger nicht die 400 Cent angibt. / MÕ_glicherweise werden die anderen denken, dass die Wahrscheinlichkeit nicht besonders hoch ist, dass die beiden anderen 400 Cent angeben. Und deshalb haben sie vielleicht gerade deshalb 400 Cent angegeben. / Ich setze also darauf, dass die anderen beiden 400 Cent angegeben haben und ich die Person bin, die dies nicht getan hat, sodass ich dadurch einen hÕ_heren Gewinn erziele.",1,6,4,8,4,9,7,8,6,4,8,3,6,3,4,4,2,7,6,8,8,9,6,7,8,2,7,6,3,4,7,3,4,1,0,0,0,0,7,8,3,3,3,2,2,"Ich denke, dass erforscht werden soll, wie sehr wir fremden Mitmenschen vertrauen. / Ob wir ihnen also bedingungslos unser Vertrauen schenken, oder ob wir abwÕ_gen, wie wir uns absichern kÕ_nnen, falls dies nicht der Fall ist. Und vielleicht auch, ob wir unser eigenes Erfolgsbestreben Õ_ber den Gruppenerfolg stellen. / Hierzu wurden uns zum einen persÕ_nliche Fragen gestellt und zum anderen wurde dies getestet, indem man sich fÕ_r einen bestimmten Betragseinsatz entscheiden sollte.",nein,9,5,4,5,74,2,"KÕ_ln, Deutschland",0,50.860.107.421.875,69.741.058.349.609,-1
R_1HhItJK3wFxdvDj,Default Response Set,Anonymous,,,195.37.116.3,0,04.11.15 09:16,04.11.15 11:12,1,1,1,0,0,61.435,0,1,,,,,,,150,1,0,0,32.765,0,1,9,1,"Nach meiner Erfahrung aus BWL ist es rational 0 euro auszugeben, da ich aber davon ausgehe, dass auch andere dies wissen, habe ich etwas eingezahlt. In der Hoffnung, dass auch andere dies tuen, um unser VermÕ_gen zu vervielfachen. Leider kann man nie davon asugehen, deswegen habe ich nicht alles eingezahlt / ",1,8,8,7,8,7,8,8,9,8,8,3,6,6,7,7,3,8,7,8,8,7,7,5,7,1,2,6,3,4,6,3,4,3,0,0,0,0,8,7,1,2,3,2,2,"Ich denke es ging um die Heraustellunng der Interagierung in Gruppen. Das Experiment war eine Art Gefangenendilemma. Es ging darum herausfinden, in weie weit wir selbstrational handeln und wie viel wir bereit sind zu geben, fÕ_r eine fremde Gruppe. Also auch um das Vertrauen fremden Menschen gegenÕ_ber.","Ich vermute dass es wenige gibt, die 0 euro zahlen, weil dies ein Experiment ist was spÕ_ter ausgewertet wird. Aber ich denke nicht, dass jemand 4 euro zahlen wird.",6,2,5,2,75,1,Troisdorf,0,50.860.107.421.875,69.741.058.349.609,-1
R_1i4AltYFcXsstY5,Default Response Set,Anonymous,,,195.37.116.3,0,03.11.15 11:12,03.11.15 12:14,1,1,1,0,0,108.594,0,1,236,1,0,0,15.176,0,,,,,,,1,9,1,"Ich wollte ein wenig mehr Geld zur gruppe beisteuern, in der Hoffnung die anderen wÕ_rden dies auch tun, aber nicht komplett 400 Cent, da ich ja mit jedem in die Gruppe beigetragenen Geld auch Geld verlieren kÕ_nnte. Wenn ich mich aber fÕ_r wenig Geld entschieden hÕ_tte und die anderen auch, hÕ_tte ich auch wenig verdient, das Risiko wollte ich nicht eingehen. Auf einen genauen Betrag habe ich mich jedoch nicht festgelegt, ich wusste vorher nicht, dass ich nur 10 Sekunden zeit habe, was sehr gering ist.",1,8,8,5,9,9,2,4,7,3,3,2,5,1,3,4,8,5,5,5,3,5,4,7,6,2,4,3,3,7,2,8,7,1,0,0,0,0,5,7,3,1,2,2,2,"Es wurde versucht zu zeigen, wie sehr Entscheidungen von anderen abhÕ_ngen oder nicht. Wie sehr man sich beeinflussen lÕ_sst oder nicht. Ob man eher ein Teamplayer ist oder den anderen nichts gÕ_nnt und alleine Ziele verfolgt. / Mit den Fragen wurde nicht nur allgemein gezeigt, welche MÕ_glichkeiten es Õ_berhaupt gibt gruppenbezogen zu handeln, sondern man konnte sich selber gut einstufen: Ist man sozial oder EinzelgÕ_nger?! / Aber auch wie viel ist einem Erfolg und Gewinn wert?! Das sieht man allein schon an der Entscheidung der HÕ_he des Geldes, dass man der Gruppe Õ_berlÕ_sst oder sich selber. / Mit dem Geld nicht zusammen hÕ_ngend waren dann solche Fragen, die z.B. auf die Familie bezogen waren. Diese waren eher allgemein darauf bezogen ob man alleine Handelt oder das Wohl der anderen von hoher Bedeutung ist. / Die Einordnung in Stufen (0-9) zeigte ein groÕªes MÕ_glichkeitsspektrum und verhalf zur besseren Einordnung von seinen persÕ_nlichen CharakterzÕ_gen.","Ich habe persÕ_nlich gemerkt, dass man das nicht eindeutig auswerten kann. Meine Entscheidung Õ_ber das Geld was ich investiere war eher spontan und nicht immer auf meine Entscheidungsweisen normalerweise abgestimmt, eventuell auch widersprÕ_chlich.",3,4,4,2,78,2,"Langenfeld, Deutschland",0,50.860.107.421.875,69.741.058.349.609,-1
R_1ILPc6GvUcnsLfY,Default Response Set,Anonymous,,,195.37.116.3,0,03.11.15 17:26,03.11.15 17:51,1,1,1,0,0,110.718,0,1,260,1,0,0,9.065,0,,,,,,,1,7,6,"Ich habe mich fÕ_r diesen Betrag entschieden, da ich einen Einsatz setzen wollte, jedoch nicht mein ganzes Budget. ",1,7,7,8,9,1,6,7,2,4,8,4,7,1,4,5,5,8,6,9,8,9,9,6,7,7,6,9,8,3,5,6,7,4,0,0,0,0,7,8,3,2,1,2,2,"In dieser Studie sollte gezeigt werden, wie Menschen auf direkte Fragen reagieren, ohne ein BegrÕ_ndung abzugeben, sondern schlicht auf einer Skala von trifft voll zu bis triff nicht zu, zu entscheiden. Insbesondere steht die Vertrauensfrage im Vordergrund und der Bezug zu anderen Menschen. Man soll einschÕ_tzen, wie man zu anderen Mitmenschen steht, wobei auch der soziale Faktor in Betracht gezogen wird. Besonders wird aber auch in der Studie aufgezeigt, Egoismus und Konkurrenzverhalten von sich selber zu beurteilen. Nicht nur in den diversen Fragen, sondern auch beim Gruppenexperiment zu Beginn, wird auf Egoismus, durch das Setzen des Geldes, womit man den grÕ_ÕªtmÕ_glichen Erfolg erzielen mÕ_chte, eingegangen. ",nein,5,3,4,3,78,2,Schwalmtal Deutschland,4,50.860.107.421.875,69.741.058.349.609,-1
R_1jCCd1LxgN7HH0v,Default Response Set,Anonymous,,,195.37.116.3,0,10.11.15 12:19,10.11.15 13:00,1,1,1,0,0,114.957,0,1,400,1,13.54,13.54,14.63,1,,,,,,,1,9,1,Nach meinem VerstÕ_ndnis der Aufgabe hÕ_tte ich so -SolidaritÕ_t der anderen Mitglieder vorausgesetzt - am sichersten Geld verdient. ,1,5,9,9,8,3,6,7,6,1,2,2,7,3,8,7,4,7,3,9,6,7,9,6,7,1,6,9,7,3,3,1,4,1,0,0,0,0,7,9,1,3,2,2,2,"Ich denke, es sollte geprÕ_ft werden, wie das Entscheidungsverhalten des Einzelnen von der Tatsache abhÕ_ngt, dass er abwÕ_gen muss zwischen persÕ_nlichem Profit und dem maximalen Profit der Gruppe.  /  / Dies sollte erreicht werden, dadurch dass Geld, zu dem die Menschen ein problematisches VerhÕ_ltnis haben, als MaÕªeinheit der eigenen Interessen ausgewÕ_hlt wurde.","Meine erste Vermutung war, dass ein Austausch innerhalb der Gruppe stattfindet, bevor man die Entscheidung trifft, wie viel Geld man einzahlt.",2,6,9,6,72,1,KÕ_ln (D),0,50.860.107.421.875,69.741.058.349.609,-1
R_1jfUcHIFoS5p0DK,Default Response Set,Anonymous,,,195.37.116.3,0,04.11.15 09:11,04.11.15 11:17,1,1,1,125.235,126.099,135.218,2,1,,,,,,,4,1,0,0,27.601,0,1,9,9,"wenn ich meine 4 Ebehalte und die anderen Teilnehmer je 4 Euro einzahlen erziele ich zwar fÕ_r mich den hÕ_chsten Gewinn aber das Geld wÕ_re dann auch ungerecht verteilt, deswegen sollten alle die gleiche summe ( 4 Euro) einzahlen und somit auch den gleichen gewinn erhalten",1,6,7,9,7,8,7,8,7,4,1,2,5,1,3,3,7,8,7,6,7,5,7,6,9,5,6,8,6,6,7,8,9,1,0,0,0,0,4,7,3,3,3,1,2,Ich denke es sollte in dieser Studie gezeigt werden wie sich die Probanden entscheiden wenn eine Geldsumme im Spiel ist und nach dem Experiment offen gezeigt wird wer wie viel Geld schlussendlich erhalten hat und somit entweder ein Teamplayer ist oder gerne einen persÕ_nlichen Vorteil fÕ_r sich erhalten will. Dies sollte damit ermittelt werden wie schnell sich die Teilnehmer fÕ_r eine Antwort entscheiden,nein,4,5,5,4,78,2,"MÕ_nchen, Deutschland",2,50.860.107.421.875,69.741.058.349.609,-1
