V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy
R_1fZanFy40qG5S6G,Default Response Set,Anonymous,,,129.59.230.191,0,2/18/16 12:38,2/18/16 13:12,1,1,1,0,0,34.831,0,1,,,,,,,300,1,13.829,13.829,15.433,1,1,9,3,I'm hoping that others will also contribute a good share of their money and I want to help the group.,1,7,6,6,4,7,6,6,7,4,6,3,6,2,7,3,3,8,5,7,8,8,9,6,6,3,1,6,6,2,4,4,6,2,0,7,0,0,7,9,3,2,1,2,2,The present study was trying to determine whether people are more likely to help others even if it means taking a risk for themselves or if they are more likely to play it safe and protect themselves even if it means disadvantaging others. This is shown by determining how much people are willing to contribute even when they don't know if others will be generous or not.,"You've said a few times that this does not involve deception but I did wonder if it actually did, if we were really interacting with 3 others who are making their own choice.",5,2,3,3,77,2,"Nashville, TN",0,36.14729309,-86.77700043,-1
R_1gqLg6j3GaWLrdb,Default Response Set,Anonymous,,,129.59.231.190,0,4/27/16 11:38,4/27/16 12:17,1,1,1,0,0,72.336,0,1,300,1,5.427,13.993,15.437,4,,,,,,,1,7,9,it will double for all the participants but wont invest the entire $4 in case someone else decide to do it as well that way i wont lose money ,1,9,6,9,8,9,7,5,7,3,6,6,7,8,8,8,9,8,8,8,8,5,8,5,5,8,3,5,5,6,3,7,9,1,0,1,0,1,1,4,2,1,2,1,2,"it was trying to evaluate how people interact with each other even when they are strangers, trust and confidence ",no,9,5,9,9,70,2,Bogota ,0,36.14729309,-86.77700043,-1
R_1jARbuVDflnusWL,Default Response Set,Anonymous,,,129.59.230.90,0,4/4/16 12:14,4/4/16 12:46,1,1,1,0,0,65.366,0,1,400,1,5.619,5.619,7.053,1,,,,,,,1,9,1,"Because I would rather our group as a whole earn the most money possible. Plus, if I didn't contribute any money, it is not guaranteed that I would make more money because I don't know if the other people kept theirs or donated it. I think it is more likely that we would all give $4. ",1,2,6,3,3,8,6,6,5,6,4,4,6,2,5,4,5,8,6,7,9,6,8,7,9,6,2,6,6,3,7,5,8,1,0,2,0,0,8,9,1,2,1,2,2,It was trying to show people's perceptions of working together for the common good. It was trying to show that by comparing the answers of who decided to contribute to the group fund vs. who kept the money for themselves. ,no,9,6,6,2,75,2,"Iowa City, IA United States",0,36.14729309,-86.77700043,-1
R_1jpTBS1i2fpmQPp,Default Response Set,Anonymous,,,129.59.230.224,0,2/22/16 12:14,2/22/16 12:44,1,1,1,0,0,33.75,0,1,400,1,4.031,4.031,5.929,1,,,,,,,1,9,1,"I figured I would take a chance on the other people in the experiment, assuming that they would also want the highest payoff for the group as a whole.",1,8,6,8,6,8,9,7,8,8,8,6,7,1,7,4,8,8,6,8,9,9,7,3,8,2,3,5,7,3,2,5,2,3,6,1,0,0,7,7,3,2,1,1,2,I think this study was trying to show how people make decisions with money based on their personal tendencies to trust others and the general openness of their personality. I think it was also a test of how our autonomy and desire to cooperate with others plays into how we cater to our own self-interest vs. that of a group.,I'm not sure if the study was 100% honest in telling us how the actual monetary benefits will be distributed after the experiment.,6,2,5,3,76,2,"Naperville, IL, USA",0,36.14729309,-86.77700043,-1
R_1K3Y4vs4VROzmS6,Default Response Set,Anonymous,,,129.59.230.175,0,2/18/16 12:39,2/18/16 13:11,1,1,1,0,0,70.861,0,1,400,1,4.846,4.846,6.199,1,,,,,,,1,9,1,I was hoping that the rest of my group would donate all of their money so that we could all double our money. ,1,8,7,8,9,8,8,7,7,4,7,2,4,8,7,8,2,8,7,8,8,4,8,6,8,4,4,5,7,7,4,7,8,1,0,1,0,0,3,4,2,1,2,1,2,I think this study was trying to see how much you trust other people with your potential money. ,no,5,3,4,3,76,1,"Brighton, IL United States",0,36.14729309,-86.77700043,-1
R_1LGV6Iv0BsMKPTY,Default Response Set,Anonymous,,,129.59.230.175,0,3/17/16 12:36,3/17/16 13:18,1,1,1,0,0,53.305,0,1,,,,,,,400,1,20.475,21.947,45.621,2,1,9,1,"If everyone decides to be selfish in this experiment, everyone will end up with their original 4 dollars. If everyone puts their 4 dollars into the group, then everyone gets 8. Therefore, it is better for everyone if everyone puts everything in. I cannot anticipate what others will do, so I can't expect everyone to put in 4 dollars, but even still putting in all of my 4 dollars seems like the best decision.",1,7,7,9,6,9,4,4,7,6,2,6,1,1,7,1,7,9,8,9,8,9,9,8,9,1,3,9,7,4,7,6,7,1,0,3,0,1,5,10,2,1,1,1,2,"I think it was trying to show either that people are self-interested, or that people are invested in helping groups by demonstrating exactly that in a small sample / ","Because this scenario is not real, it could show inconclusive results. Also, I have heard of this sort of study being done before, but I don't remember the results.",5,3,4,3,77,2,"Madison, WI, USA",0,36.14729309,-86.77700043,-1
R_1LI5PV8m6ptu547,Default Response Set,Anonymous,,,129.59.230.191,0,4/14/16 12:41,4/14/16 13:18,1,1,1,0,0,52.525,0,1,400,1,4.029,4.029,8.704,1,,,,,,,1,9,1,"I chose to contribute all of my money because I assume that everyone will wish to make as much money as possible and everyone will contribute. Since I am not risking a great deal of money by contributing all of my money, there is not great risk involved in contributing all $4. In the worst case scenario I will at least receive $2.",1,8,7,7,9,6,7,8,5,8,1,7,2,3,7,4,5,7,4,6,7,7,9,7,6,2,8,6,6,2,7,5,7,1,0,0,0,0,8,9,1,2,1,2,2,I think this study was trying to show the relationship between how people view strangers versus how they view those close to them such as family members or themselves. Are people who put trust in others generous and embracing or do they still act selfishly? Are those who think strangers are selfish selfish themselves? This may be demonstrated by comparing the amount of money contributed and the reasons for this contribution with the individual's perception of strangers which is indicated by the post-contribution survey.,"I think that because this survey does not deal with very much money, participants may act differently than in circumstances where a significant amount of money was being put on the line. Participants may be more willing to contribute and put trust in others than when dealing with larger sums.",5,2,5,2,76,1,"Concord, MA",1,36.14729309,-86.77700043,-1
R_1n3DMTEHxLIpkyc,Default Response Set,Anonymous,,,129.59.231.190,0,2/22/16 12:14,2/22/16 12:42,1,1,1,0,0,60.84,0,1,,,,,,,350,1,23.649,23.649,28.229,1,1,9,1,I chose 350 cents because I wanted to contribute almost all of the amount that I had while still keeping a little for myself just in case the other people in my group were not as generous. I was reluctant to trust people in my group that I did not know.,1,6,2,8,8,6,9,7,3,8,6,9,5,1,7,4,3,8,4,8,8,7,9,9,9,2,2,8,6,2,9,2,7,1,0,4,0,0,6,8,3,3,1,2,2,I think that the present study was trying to show how trusting people are of strangers that they have never met. It was also trying to show how peoples personality relates to the decisions that they make regarding trusting others.,No,3,5,2,7,75,2,"Kent, WA, USA",1,36.14729309,-86.77700043,-1
R_1nO51FV0V134RMQ,Default Response Set,Anonymous,,,129.59.230.113,0,4/14/16 12:38,4/14/16 13:10,1,1,1,0,0,46.638,0,1,,,,,,,400,1,10.658,10.658,13.446,1,1,9,1,For the good of the group and the idea that others would do the same,1,8,8,9,3,8,8,6,7,9,6,8,5,8,7,8,2,6,3,5,6,6,6,4,4,4,4,8,5,2,2,5,5,1,2,2,0,0,6,7,3,1,2,2,2,"It was trying to show how people judged the actions of others- if they believed that others would keep the money/not, if they wanted to take advantage of their belief that others would give away the money, if they wanted to cooperate with the group",no,5,2,3,3,77,2,"Baltimore, Maryland, USA",1,36.14729309,-86.77700043,-1
R_1OHxNY4aVdkDEin,Default Response Set,Anonymous,,,129.59.231.148,0,4/4/16 12:13,4/4/16 12:47,1,1,1,54.486,54.486,55.954,1,1,243,1,11.966,11.966,13.104,1,,,,,,,1,5,1,Time pressure,1,7,8,7,5,5,6,6,5,6,9,6,6,3,7,6,3,6,5,7,4,5,5,6,6,7,2,2,3,4,4,7,3,1,0,0,0,0,6,9,1,3,3,2,2,"I don't know. It seems to be related to how people interact with others in inter-personal groups, but to what end, I don't know.",no,9,7,9,7,63,1,"Tennessee, USA",0,36.14729309,-86.77700043,-1
R_1OrDIIT2OqN49AT,Default Response Set,Anonymous,,,129.59.230.89,0,4/21/16 13:02,4/21/16 13:11,1,1,1,0,0,39.319,0,1,,,,,,,50,1,3.621,21.412,23.623,6,1,9,1,"If I contribute to the group, and the other people don't contribute above a certain threshold, I end up losing money. ",1,9,9,9,9,6,7,9,8,7,4,7,1,9,9,7,1,5,4,8,5,7,8,6,4,4,6,5,5,3,5,5,9,1,0,5,0,0,1,8,3,1,2,1,1,The study is trying to determine how much trust an individual can put in strangers. Do I trust the strangers to contribute enough money? No. ,no,3,4,4,5,75,2,"Madisonville, TN, USA",2,36.14729309,-86.77700043,-1
R_1PaQgd4iBOYql3s,Default Response Set,Anonymous,,,129.59.231.148,0,4/21/16 12:38,4/21/16 13:12,1,1,1,0,0,73.75,0,1,200,1,4.882,8.353,11.613,2,,,,,,,1,9,1,"I thought it was the perfect medium. If we all contributed 200 cents, then each of us would get $4 on top of the $2 we kept. I didn't want to give all 400 cents because i felt my group may not do the same, but I regret that a little now, I wish I had gone all in on this one. I may do that next time. ",1,9,5,9,9,8,1,7,8,4,4,6,6,1,4,5,4,9,9,6,9,6,8,6,8,5,6,9,5,6,8,9,9,2,12,5,0,1,5,6,3,1,1,1,2,How people balance their self interests with the interests of everyone in the group,No,5,5,5,3,76,2,"Kentucky, USA",1,36.14729309,-86.77700043,-1
R_1puHY5VpOiCr2o6,Default Response Set,Anonymous,,,129.59.231.190,0,3/17/16 12:32,3/17/16 13:17,1,1,1,0,0,72.184,0,1,240,1,10.433,10.433,11.93,1,,,,,,,1,9,1,It was pretty much 50/50. No matter what happened I wouldn't lose more than I contributed or gain less. ,1,7,9,9,7,7,7,7,7,5,5,5,6,5,6,5,6,5,5,9,7,4,5,2,4,6,4,8,7,7,4,5,2,1,0,1,0,0,2,5,3,3,2,1,2,I think the purpose was how certain personality traits or ways of thinking effected how we manage our money opportunities,no,5,3,5,3,76,2,"New Orleans, LA",0,36.14729309,-86.77700043,-1
R_1Qabuz073HVyUy9,Default Response Set,Anonymous,,,129.59.230.63,0,2/15/16 12:17,2/15/16 12:49,1,1,1,0,0,70.271,0,1,,,,,,,329,1,19.841,19.841,22.724,1,1,8,6,i feel that everyone deserves more and that they should be treated equal,1,9,5,9,4,9,9,9,9,1,4,1,5,1,4,9,9,8,9,9,9,9,9,9,9,9,8,9,9,8,9,9,3,1,0,100,0,0,9,10,1,2,1,2,2,this study is to see if people can be honest and trusting their neighbors enough. ,i have no doubts,4,4,7,7,60,2,tennessee,0,36.14729309,-86.77700043,-1
R_1QrzOFaFF6sqsB2,Default Response Set,Anonymous,,,129.59.231.190,0,2/25/16 12:34,2/25/16 13:25,1,1,1,0,0,65.511,0,1,,,,,,,400,1,22.187,22.187,26.429,1,1,9,1,"Because even if I was to earn the same, higher or less than the other people in my group I will still get paid either way and since I do not know whom the other people are I cannot hold anything against them for we are not the same people and therefore do not think the same.",1,8,6,8,7,9,8,7,9,6,7,6,5,4,7,6,6,7,6,9,9,7,9,7,7,6,7,6,7,5,6,7,8,1,0,3,0,0,6,9,3,1,1,2,2,I believe the present study was trying to possibly show each individual and the researcher how competition plays a major role in society and how some are willing to sacrifice either their part for the group or stand out above the rest. It showed precisely in the beginning when we were given instructions on how much money we would get when we donated and what we would receive as a whole or as an individual.,No,6,3,6,3,75,2,"Killeen, TX",0,36.14729309,-86.77700043,-1
R_1r7TS1W7CgCnQqZ,Default Response Set,Anonymous,,,129.59.230.63,0,4/21/16 12:36,4/21/16 13:13,1,1,1,0,0,72.046,0,1,237,1,10.467,13.386,16.933,2,,,,,,,1,9,1,I chose about 200 cents because that way the group as a whole still has the opportunity to earn more money than started with but also kept some to myself to have the possibility of earning more money myself compared to the other individuals. ,1,7,8,7,8,7,7,8,7,7,6,6,3,5,8,7,5,8,5,8,9,8,9,4,8,5,8,9,4,5,8,4,7,1,0,0,0,0,6,7,1,2,1,2,2,I think this study was trying to show how money can be an influence on some individuals as opposed to others. I think this study is trying to show that influence by asking personality questions as well as seeing how the individual responds to a scenario such as the first question.,No,7,9,2,9,77,1,"York, Pennsylvania ",0,36.14729309,-86.77700043,-1
R_1rIyUhGraSHdina,Default Response Set,Anonymous,,,129.59.231.137,0,4/21/16 12:36,4/21/16 13:15,1,1,1,0,0,70.351,0,1,,,,,,,202,1,11.176,11.176,13.555,1,1,9,1,"I thought it to be fare, hoping others would to.",1,8,5,9,9,5,5,5,9,5,5,2,5,2,8,3,9,9,9,9,9,9,9,2,9,4,5,5,4,9,6,9,9,1,0,2,0,1,7,7,2,1,2,1,2,how society feels about each other and their trust isues,no,2,2,7,7,47,2,"smyrna,tn",0,36.14729309,-86.77700043,-1
R_1WVLNH7aQ0L0LE9,Default Response Set,Anonymous,,,129.59.230.64,0,2/11/16 12:50,2/11/16 13:19,1,1,1,76.599,76.599,77.705,1,1,400,1,4.046,4.926,5.378,2,,,,,,,1,9,1,"overall, it potentially gives each member in our group the most money they can get ",1,6,5,5,4,6,5,5,6,6,6,6,6,3,7,4,6,7,5,6,7,8,7,7,7,7,3,8,7,8,6,7,8,1,5,3,0,0,4,8,1,3,1,2,2,individuals' personlaity and their teamwork performance ,no,4,5,4,5,76,2,"Nanjing, China",1,36.14729309,-86.77700043,-1
R_21zG8gDkERwxlRf,Default Response Set,Anonymous,,,129.59.231.137,0,2/22/16 12:13,2/22/16 12:54,1,1,1,0,0,128.499,0,1,211,1,11.099,11.099,13.973,1,,,,,,,1,9,3,"I always play safe, so I will just contribute 50 percent of what I have. ",1,7,5,9,3,9,7,7,9,9,7,7,7,5,6,7,2,9,5,7,9,7,9,5,5,5,7,7,7,5,5,9,7,1,0,15,0,0,2,8,3,1,3,1,2,"honestly, I am really wait for the result of this study. because it try to dig up my personality that I really want to know. especially, when I just moved to US, I got so many different culture shock compare with my home country. so I am curious about what changing on me after being in the new culture for few months",this study question may just assume the general participants from the same culture. i doubt the the person in charge take consideration about the culture of other countries.,5,4,6,2,67,1,indonesia,1,36.14729309,-86.77700043,-1
R_22Wl7DkVkEr0VMM,Default Response Set,Anonymous,,,129.59.230.63,0,3/17/16 12:30,3/17/16 13:19,1,1,1,79.918,79.918,81.283,1,1,300,1,6.701,6.701,8.289,1,,,,,,,1,9,9,"I wanted the group to get a high amount of money total, but I also wanted to save some for myself just in case my team members did not donate much. ",1,9,6,7,3,8,5,6,8,2,2,2,3,1,5,1,9,5,2,4,8,8,4,6,5,3,5,3,4,6,5,2,7,1,0,2,0,1,9,9,1,2,3,2,2,"I think the study is trying to correlate certain personality traits (openness, competitiveness, etc) with certain money-sharing habits. For example, the hypothesis might be that a person who prioritizes competition and individuality may choose to keep more money for himself or herself. ",No,2,5,5,4,75,2,"Ft Lauderdale, FL, USA",0,36.14729309,-86.77700043,-1
R_23f2otIJbY1g9jg,Default Response Set,Anonymous,,,129.59.230.89,0,3/21/16 12:09,3/21/16 12:48,1,1,1,0,0,41.444,0,1,109,1,8.397,11.985,18.779,3,,,,,,,1,9,1,to have a chance to earn more but also not losing too much,1,7,7,9,7,9,8,8,8,4,8,6,8,9,8,7,2,8,8,7,8,5,7,3,8,2,3,7,4,2,3,4,9,1,0,5,0,1,6,8,1,3,3,2,2,prisoner's dilemma,no,6,2,2,6,74,1,"Irvine, California",0,36.14729309,-86.77700043,-1
R_242kbAhHVZepa8F,Default Response Set,Anonymous,,,129.59.231.148,0,3/23/16 12:10,3/23/16 12:45,1,1,1,0,0,59.194,0,1,,,,,,,400,1,26.076,26.076,30.664,1,1,9,1,"I will still receive a reward either way.  Even if someone in my group chooses to keep their money instead of contributing it, I will still earn at least something.  I am content earning some of the contribution; I do not need to earn it all.  ",1,6,8,8,7,9,6,6,8,7,4,7,4,2,6,4,9,7,7,6,7,6,7,6,6,4,7,7,6,4,6,4,9,3,0,15,0,5,7,8,1,3,1,2,2,"I think this study was looking at how we cooperated in a group, although we did not know our group.  Since our groups are random and unknown to us participants, we don't feel guilt or shame in perhaps not choosing what is best for the group.  This study may look at how anonymity impacts decisions that balance the individual with the group.",no,3,5,5,4,76,2,"San Diego, California, USA",0,36.14729309,-86.77700043,-1
R_28MpJ69t8W4pkbh,Default Response Set,Anonymous,,,129.59.230.224,0,3/23/16 12:09,3/23/16 12:44,1,1,1,0,0,51.02,0,1,150,1,11.656,11.656,12.818,1,,,,,,,1,9,1,"I wanted to contribute some, but not all, of my money to the common fund and figured that somewhere between 100 and 200 seemed reasonable",1,8,8,7,9,6,6,6,6,8,1,6,4,4,6,8,4,6,5,9,5,8,6,3,3,1,1,1,4,2,2,4,5,1,3,3,0,0,4,6,3,3,3,2,2,Explore individual decision-making processes that affect groups by showing how and why people make decisions ,no,6,5,9,2,69,2,"Brooklyn, NY",0,36.14729309,-86.77700043,-1
R_29p2A3isEmSYwCW,Default Response Set,Anonymous,,,129.59.231.137,0,2/18/16 12:38,2/18/16 13:13,1,1,1,0,0,62.581,0,1,,,,,,,400,1,9.16,24.235,26.487,3,1,9,1,"I just trust that the others in my group want to help each other out. Even though I realize that some might think of their own personal payout, I didn't want to be the one who held my group back from getting the biggest payout that we all could.",1,7,3,6,8,8,6,8,8,6,6,3,6,1,3,4,9,9,6,6,9,9,9,5,8,2,4,6,7,5,8,5,7,1,1,0,0,1,8,9,1,3,3,1,2,I think it was trying to determine our cooperation levels with other people involved in our lives and our levels of trust in the group versus fending for oneself. ,Was suspicious that deception is involved in this study and we will all receive the same amount no matter what we chose.,5,3,5,3,77,2,"Arcadia, Indiana, United States",1,36.14729309,-86.77700043,-1
