"paper","experiment","k","Q","calpha0","p0","mdh0","calpha25","p25","mdh25","calpha33","p33","mdh33","calpha67","p67","mdh67","replicated","cirep","meta","es","exp_name","vbar","v0"
"rpp",26,2,0.00220218223273761,3.84145882069418,0.96257107853774,7.849,4.75884383138652,0.966966062712365,9.139,5.04323657468101,0.968313226800364,9.53133333333333,6.08289572202274,0.97317444503946,10.9426666666667,1,1,1,"z","Contextual effects on reading aloud: Evidence for pathway control.",0.0678733031674208,0.0769230769230769
"rpp",27,2,6.2772155829575e-05,3.84145882069418,0.993678516044423,7.849,4.75884383138652,0.994421295398475,9.139,5.04323657468101,0.994648960696712,9.53133333333333,6.08289572202274,0.995470427224619,10.9426666666667,1,1,1,"z","On the additive effects of stimulus quality and word frequency in lexical decision: Evidence for opposing interactive influences revealed by RT distributional analyses.",0.0245943204868155,0.0344827586206897
"rpp",28,2,1.39030450633214,3.84145882069418,0.238353682539666,7.849,4.75884383138652,0.295098664568819,9.139,5.04323657468101,0.313171237195905,9.53133333333333,6.08289572202274,0.38143447690118,10.9426666666667,0,0,0,"z","Semantic interference in a delayed naming task: Evidence for the response exclusion hypothesis.",0.0229231974921631,0.0344827586206897
"rpp",29,2,0.0176321699490964,3.84145882069418,0.894362483286122,7.849,4.75884383138652,0.906706874738719,9.139,5.04323657468101,0.910492359809992,9.53133333333333,6.08289572202274,0.924159381528479,10.9426666666667,1,1,1,"z","Multidimensional visual statistical learning.",0.141666666666667,0.2
"rpp",32,2,0.735975894892583,3.84145882069418,0.390952999682325,7.849,4.75884383138652,0.447461913139167,9.139,5.04323657468101,0.465140847969386,9.53133333333333,6.08289572202274,0.530518267620599,10.9426666666667,1,1,1,"z","Accounting for occurrences: A new view of the use of contingency information in causal judgment.",0.0289915966386555,0.0294117647058824
"rpp",33,2,1.10850116927802,3.84145882069418,0.292407993252313,7.849,4.75884383138652,0.350410785848801,9.139,5.04323657468101,0.368743235805204,9.53133333333333,6.08289572202274,0.437364776742498,10.9426666666667,1,1,1,"z","Multiple roles for time in short-term memory: Evidence from serial recall of order and timing.",0.027027027027027,0.027027027027027
"rpp",36,2,0.0418250877969841,3.84145882069418,0.837953549904573,7.849,4.75884383138652,0.856746550071404,9.139,5.04323657468101,0.862513465905727,9.53133333333333,6.08289572202274,0.883351304674536,10.9426666666667,1,1,1,"z","An attention-based associative account of adjacent and nonadjacent dependency learning.",0.0476190476190476,0.0476190476190476
"rpp",37,2,0.365380946494675,3.84145882069418,0.545532877034825,7.849,4.75884383138652,0.593094382373324,9.139,5.04323657468101,0.607822129580804,9.53133333333333,6.08289572202274,0.661621432915922,10.9426666666667,1,1,1,"z","Orienting attention in visual working memory reduces interference from memory probes.",0.0888888888888889,0.111111111111111
"rpp",44,2,2.27898566467968,3.84145882069418,0.13113761436518,7.849,4.75884383138652,0.178571193581092,9.139,5.04323657468101,0.194040654720759,9.53133333333333,6.08289572202274,0.254118482797418,10.9426666666667,1,0,1,"z","Why do implicit and explicit attitude tests diverge? The role of structural fit.",0.0102875453242263,0.0149253731343284
"rpp",48,2,5.160392556293,3.84145882069418,0.0231076738904513,7.849,4.75884383138652,0.0410150091332765,9.139,5.04323657468101,0.0472970391678735,9.53133333333333,6.08289572202274,0.0738204784965389,10.9426666666667,0,0,0,"z","Terror management and adults' attachment to their parents: The safe haven remains.",0.0076927102412476,0.0103092783505155
"rpp",49,2,4.3671684612708,3.84145882069418,0.0366378245008918,7.849,4.75884383138652,0.0607444294235077,9.139,5.04323657468101,0.0690377859772358,9.53133333333333,6.08289572202274,0.103288059567862,10.9426666666667,0,0,0,"z","Increasing and decreasing motor and cognitive output: A model of general action and inaction goals.",0.0210338680926916,0.0303030303030303
"rpp",52,2,0.779999409071141,3.84145882069418,0.377141320514102,7.849,4.75884383138652,0.434100219170806,9.139,5.04323657468101,0.451941543161524,9.53133333333333,6.08289572202274,0.518014846325469,10.9426666666667,0,1,1,"z","Affective incoherence: When affective concepts and embodied reactions clash.",0.00839160839160839,0.00769230769230769
"rpp",53,2,2.83311023375348,3.84145882069418,0.0923393705093863,7.849,4.75884383138652,0.132879118091531,9.139,5.04323657468101,0.146293165773519,9.53133333333333,6.08289572202274,0.199271755966149,10.9426666666667,0,0,0,"z","Individual differences in the regulation of intergroup bias: The role of conflict monitoring and neural signals for control.",0.0180555555555556,0.0222222222222222
"rpp",56,2,8.6522016663811,3.84145882069418,0.00326666387651664,7.849,4.75884383138652,0.00760324296026293,9.139,5.04323657468101,0.0092534094033373,9.53133333333333,6.08289572202274,0.0168803806361508,10.9426666666667,0,0,1,"z","A social functional approach to emotions in bargaining: when communicating anger pays and when it backfires.",0.01125,0.01
"rpp",58,2,1.92321770840146,3.84145882069418,0.165502375700019,7.849,4.75884383138652,0.217186488564651,9.139,5.04323657468101,0.233884155372932,9.53133333333333,6.08289572202274,0.298022419022181,10.9426666666667,0,0,0,"z","Walking on eggshells: How expressing relationship insecurities perpetuates them.",0.00453729458878302,0.00546448087431694
"rpp",61,2,3.73746396841836,3.84145882069418,0.0532051403146619,7.849,4.75884383138652,0.0833748297070079,9.139,5.04323657468101,0.0935914579834624,9.53133333333333,6.08289572202274,0.13503146906416,10.9426666666667,0,0,0,"z","Poignancy: Mixed emotional experience in the face of meaningful endings.",0.00695600221909273,0.00934579439252336
"rpp",63,2,1.98856573539148,3.84145882069418,0.15849092514425,7.849,4.75884383138652,0.209423688180162,9.139,5.04323657468101,0.225907226699279,9.53133333333333,6.08289572202274,0.289351851535996,10.9426666666667,0,0,1,"z","1/f noise and effort on implicit measures of bias.",0.0108012170385396,0.0147058823529412
"rpp",65,2,6.46544152563388,3.84145882069418,0.0109992309876481,7.849,4.75884383138652,0.0217121601577293,9.139,5.04323657468101,0.0255895717115532,9.53133333333333,6.08289572202274,0.0425441352923709,10.9426666666667,0,0,0,"z","Not so innocent: Does seeing one's own capacity for wrongdoing predict forgiveness?",0.0156926406926407,0.0238095238095238
"rpp",68,2,2.6566034127345,3.84145882069418,0.10312072704639,7.849,4.75884383138652,0.145846844113459,9.139,5.04323657468101,0.159919610298264,9.53133333333333,6.08289572202274,0.215205243838008,10.9426666666667,0,0,0,"z","Why people are reluctant to tempt fate.",0.00644383313863662,0.00840336134453781
"rpp",71,2,2.75381618092105,3.84145882069418,0.0970226073455764,7.849,4.75884383138652,0.138540979948985,9.139,5.04323657468101,0.152250590585438,9.53133333333333,6.08289572202274,0.206267657416432,10.9426666666667,0,0,1,"z","On the relative independence of thinking biases and cognitive ability.",0.00421764923989618,0.00268817204301075
"rpp",72,2,3.49210617520778,3.84145882069418,0.0616620877477807,7.849,4.75884383138652,0.0944686875901645,9.139,5.04323657468101,0.105509320635786,9.53133333333333,6.08289572202274,0.149973200669229,10.9426666666667,0,0,1,"z","Opening the mind to close it: Considering a message in light of important values increases message processing and later resistance to change.",0.00395411352838209,0.00387596899224806
"rpp",81,2,7.79403988761127,3.84145882069418,0.00524188575492734,7.849,4.75884383138652,0.0114569242550218,9.139,5.04323657468101,0.0137766170605768,9.53133333333333,6.08289572202274,0.0242720714766109,10.9426666666667,0,0,0,"z","A needs-based model of reconciliation: Satisfying the differential emotional needs of victim and perpetrator as a key to promoting reconciliation.",0.0091176939003026,0.010989010989011
"rpp",82,2,0.0250604016100197,3.84145882069418,0.874216646125754,7.849,4.75884383138652,0.888881022569709,9.139,5.04323657468101,0.893378885858576,9.53133333333333,6.08289572202274,0.909621957801642,10.9426666666667,0,1,1,"z","The face of success: inferences from chief executive officers' appearance predict company profits.",0.0212765957446809,0.0212765957446809
"rpp",87,2,4.10068159833757,3.84145882069418,0.0428659292621284,7.849,4.75884383138652,0.0694124904475643,9.139,5.04323657468101,0.0784847356392171,9.53133333333333,6.08289572202274,0.11566917294726,10.9426666666667,0,0,1,"z","The space between us: Stereotype threat and distance in interracial contexts.",0.0200320512820513,0.0192307692307692
"rpp",89,2,1.29471396085983,3.84145882069418,0.25518104173,7.849,4.75884383138652,0.312510016658918,9.139,5.04323657468101,0.330721414077862,9.53133333333333,6.08289572202274,0.399299229092033,10.9426666666667,1,1,0,"z","Sex differences in mate preferences revisited: Do people know what they initially desire in a romantic partner?",0.00478612956810631,0.00625
"rpp",93,2,8.61839657384421,3.84145882069418,0.00332784658496221,7.849,4.75884383138652,0.00772678656015036,9.139,5.04323657468101,0.00939942154605511,9.53133333333333,6.08289572202274,0.0171238353928783,10.9426666666667,0,0,0,"z","Balancing connectedness and self-protection goals in close relationships: A levels-of-processing perspective on risk regulation.",0.0125311332503114,0.0113636363636364
"rpp",94,2,0.0644302252605254,3.84145882069418,0.799626048937816,7.849,4.75884383138652,0.822699581701685,9.139,5.04323657468101,0.829784545469318,9.53133333333333,6.08289572202274,0.855404574740213,10.9426666666667,1,1,1,"z","Self-handicapping, excuse making, and counterfactual thinking: Consequences for self-esteem and future motivation.",0.0286206896551724,0.04
"rpp",97,2,15.5524299976555,3.84145882069418,8.02484358294331e-05,7.849,4.75884383138652,0.000291373840293985,9.139,5.04323657468101,0.000383987127099639,9.53133333333333,6.08289572202274,0.000883485384378213,10.9426666666667,0,0,0,"z","Social identity contingencies: How diversity cues signal threat or safety for African Americans in mainstream institutions.",0.00608337391492551,0.0114942528735632
"rpp",106,2,7.45656802220738,3.84145882069418,0.00632053964017421,7.849,4.75884383138652,0.0134689397129836,9.139,5.04323657468101,0.0161164993514092,9.53133333333333,6.08289572202274,0.0279935887230968,10.9426666666667,0,0,0,"z","More than meets the eye: the role of language in binding and maintaining feature conjunctions.",0.0265151515151515,0.0303030303030303
"rpp",107,2,0.788494115546116,3.84145882069418,0.374555860615318,7.849,4.75884383138652,0.43159120925998,9.139,5.04323657468101,0.449460655054666,9.53133333333333,6.08289572202274,0.515656527615307,10.9426666666667,0,1,1,"z","Nonconscious goal pursuit in novel environments: The case of implicit learning.",0.00924990283715505,0.0120481927710843
"rpp",110,2,26.5779650682364,3.84145882069418,2.53114197490412e-07,7.849,4.75884383138652,1.62467671604993e-06,9.139,5.04323657468101,2.35179717356093e-06,9.53133333333333,6.08289572202274,7.16152585678032e-06,10.9426666666667,0,0,1,"z","Perceptual mechanisms that characterize gender differences in decoding women's sexual intent",0.00535115344240469,0.0036101083032491
"rpp",111,2,0.518202932344061,3.84145882069418,0.471609268172922,7.849,4.75884383138652,0.524247255654367,9.139,5.04323657468101,0.540616344099138,9.53133333333333,6.08289572202274,0.600716343423058,10.9426666666667,1,1,1,"z","Precision of the anchor influences the amount of adjustment.",0.0132020757020757,0.0178571428571429
"rpp",112,2,0.388467215131507,3.84145882069418,0.533106200789798,7.849,4.75884383138652,0.581607228243985,9.139,5.04323657468101,0.596635562653107,9.53133333333333,6.08289572202274,0.651575226830545,10.9426666666667,1,1,1,"z","Action dynamics reveal parallel competition in decision making",0.0140398550724638,0.0072463768115942
"rpp",113,2,2.15420515626914,3.84145882069418,0.142180003446586,7.849,4.75884383138652,0.191141914476747,9.139,5.04323657468101,0.207057318700549,9.53133333333333,6.08289572202274,0.268630161449546,10.9426666666667,1,0,1,"z","Prescribed optimism: Is it right to be wrong about the future?",0.00697192387412851,0.00819672131147541
"rpp",114,2,0.25070141236958,3.84145882069418,0.61658162394784,7.849,4.75884383138652,0.658206083958195,9.139,5.04323657468101,0.671054205927162,9.53133333333333,6.08289572202274,0.71780740920717,10.9426666666667,1,1,1,"z","Age-related changes in the episodic simulation of future events",0.0344827586206897,0.0344827586206897
"rpp",115,2,4.58298165390584,3.84145882069418,0.0322909799596443,7.849,4.75884383138652,0.0545561605357244,9.139,5.04323657468101,0.0622571056720445,9.53133333333333,6.08289572202274,0.0942546120179498,10.9426666666667,0,0,1,"z","Preschoolers' perspective taking in word learning: do they blindly follow eye gaze?",0.117241379310345,0.0344827586206897
"rpp",116,2,0.113097720934519,3.84145882069418,0.736644615247894,7.849,4.75884383138652,0.766509386768651,9.139,5.04323657468101,0.775692213760319,9.53133333333333,6.08289572202274,0.808953109356436,10.9426666666667,1,1,1,"z","Measuring the crowd within: Probabilistic representations within individuals.",0.00659081150708458,0.00588235294117647
"rpp",118,2,4.69677109554719,3.84145882069418,0.0302193391390254,7.849,4.75884383138652,0.0515612385384246,9.139,5.04323657468101,0.0589636049215235,9.53133333333333,6.08289572202274,0.0898185931164442,10.9426666666667,0,0,0,"z","Toward a physiology of dual-process reasoning and judgment: lemonade, willpower, and expensive rule-based analysis.",0.0075317703768624,0.00892857142857143
"rpp",120,2,0.344609304833525,3.84145882069418,0.557180650405124,7.849,4.75884383138652,0.603832931044083,9.139,5.04323657468101,0.618270771962199,9.53133333333333,6.08289572202274,0.670974461761724,10.9426666666667,0,1,1,"z","Errors Are Aversive: Defensive Motivation and the Error-Related Negativity",0.0303571428571428,0.0357142857142857
"rpp",122,2,1.78928514624381,3.84145882069418,0.181013284998331,7.849,4.75884383138652,0.234173615370006,9.139,5.04323657468101,0.251286988570786,9.53133333333333,6.08289572202274,0.316747530442684,10.9426666666667,1,0,1,"z","The representation of simple ensemble visual features outside the focus of attention",0.135714285714286,0.2
"rpp",124,2,4.26769436108923,3.84145882069418,0.0388436022308091,7.849,4.75884383138652,0.0638393716775089,9.139,5.04323657468101,0.0724173565750237,9.53133333333333,6.08289572202274,0.107743460869552,10.9426666666667,0,0,0,"z","Loving those who justify inequality: the effects of system threat on attraction to women who embody benevolent sexist ideals.",0.0226142017186793,0.0303030303030303
"rpp",127,2,0.77944298502026,3.84145882069418,0.377311548905146,7.849,4.75884383138652,0.434265326395422,9.139,5.04323657468101,0.452104773174277,9.53133333333333,6.08289572202274,0.518169919468169,10.9426666666667,1,1,1,"z","A motion aftereffect from still photographs depicting motion",0.0409698996655519,0.0384615384615385
"rpp",129,2,2.48748531581169,3.84145882069418,0.114754947573555,7.849,4.75884383138652,0.159593380745368,9.139,5.04323657468101,0.174296782468644,9.53133333333333,6.08289572202274,0.231764480844747,10.9426666666667,0,0,0,"z","The threat of appearing prejudiced and race-based attentional biases.",0.027936507936508,0.04
"rpp",133,2,0.00991061924719229,3.84145882069418,0.920699928941508,7.849,4.75884383138652,0.929989068944103,9.139,5.04323657468101,0.93283702285271,9.53133333333333,6.08289572202274,0.943116508037201,10.9426666666667,1,1,1,"z","Adaptive memory: The comparative value of survival processing.",0.0380952380952381,0.0476190476190476
"rpp",134,2,8.78922401311742,3.84145882069418,0.00303015115577943,7.849,4.75884383138652,0.00712256577730297,9.139,5.04323657468101,0.00868457709886683,9.53133333333333,6.08289572202274,0.0159283366239426,10.9426666666667,1,0,1,"z","Is happiness having what you want, wanting what you have, or both?",0.00643800440205429,0.00862068965517241
"rpp",135,2,5.0139485170215,3.84145882069418,0.0251438951810827,7.849,4.75884383138652,0.0440807193444429,9.139,5.04323657468101,0.0507002166504208,9.53133333333333,6.08289572202274,0.0785360290427181,10.9426666666667,0,0,1,"z","Implicit attitude generalization occurs immediately; explicit attitude generalization takes time",0.00103038635396487,0.0017825311942959
"rpp",136,2,3.57212024569789,3.84145882069418,0.0587572437617033,7.849,4.75884383138652,0.0906876890230934,9.139,5.04323657468101,0.101455354056908,9.53133333333333,6.08289572202274,0.144921261106822,10.9426666666667,0,0,1,"z","The value of believing in free will: Encouraging a belief in determinism increases cheating.",0.0276094276094276,0.037037037037037
"rpp",145,2,4.38283779029057,3.84145882069418,0.0363025093195265,7.849,4.75884383138652,0.0602713885450048,9.139,5.04323657468101,0.0685205759343788,9.53133333333333,6.08289572202274,0.102603523839065,10.9426666666667,1,1,1,"z","ñIn_Group Loveî and ñOut_Group Hateî as Motives for Individual Participation in Intergroup Conflict: A New Game Paradigm",0.00638320891485449,0.00421940928270042
"rpp",146,2,0.271579646971172,3.84145882069418,0.602274094881718,7.849,4.75884383138652,0.645165469002932,9.139,5.04323657468101,0.658412372071964,9.53133333333333,6.08289572202274,0.706650510136471,10.9426666666667,0,1,1,"z","A word-order constraint on phonological activation",0.0972222222222222,0.0833333333333333
"rpp",148,2,5.60499563371105,3.84145882069418,0.0179093396100056,7.849,4.75884383138652,0.0329855191677479,9.139,5.04323657468101,0.0383315724512016,9.53133333333333,6.08289572202274,0.0611782820152109,10.9426666666667,0,0,0,"z","The Best Men Are (Not Always) Already Taken: Female Preference for Single Versus Attached Males Depends on Conception Risk",0.00436210131332082,0.0048780487804878
"rpp",149,2,3.70226416819874,3.84145882069418,0.0543386842150712,7.849,4.75884383138652,0.0848774983623942,9.139,5.04323657468101,0.0952099198705501,9.53133333333333,6.08289572202274,0.137076897994108,10.9426666666667,0,0,0,"z","The Best Men Are (Not Always) Already Taken: Female Preference for Single Versus Attached Males Depends on Conception Risk",0.00402632597754548,0.0048780487804878
"rpp",150,2,3.21564050413804,3.84145882069418,0.0729376403241038,7.849,4.75884383138652,0.108885018715221,9.139,5.04323657468101,0.120897457265034,9.53133333333333,6.08289572202274,0.168883727688644,10.9426666666667,0,0,1,"z","Sensitivity to object viewpoint and action instructions during search for targets in the lower visual field",0.0767045454545454,0.0909090909090909
"rpp",151,2,5.34531085627405,3.84145882069418,0.0207780783167829,7.849,4.75884383138652,0.0374554320442407,9.139,5.04323657468101,0.0433323058179549,9.53133333333333,6.08289572202274,0.0682710254649358,10.9426666666667,0,0,0,"z","With a clean conscience: Cleanliness reduces the severity of moral judgments.",0.0165650406504065,0.025
"rpp",153,2,3.42794238582459,3.84145882069418,0.0641019192188202,7.849,4.75884383138652,0.0976220992718121,9.139,5.04323657468101,0.108884447675521,9.53133333333333,6.08289572202274,0.154156173879271,10.9426666666667,0,0,1,"z","Extremal edge: a powerful cue to depth perception and figure-ground organization",0.2,0.2
"rpp",154,2,1.32952857100556,3.84145882069418,0.248889102798051,7.849,4.75884383138652,0.306021581495104,9.139,5.04323657468101,0.324187680667487,9.53133333333333,6.08289572202274,0.39267116346298,10.9426666666667,1,1,1,"z","What Do Cross_National Comparisons of Personality Traits Tell Us? The Case of Conscientiousness",0.0459242250287027,0.0149253731343284
"rpp",155,2,3.6445841722688,3.84145882069418,0.0562518491633992,7.849,4.75884383138652,0.0874022540425536,9.139,5.04323657468101,0.0979262093432218,9.53133333333333,6.08289572202274,0.140497973810951,10.9426666666667,0,0,0,"z","Personality dominance and preferential use of the vertical dimension of space",0.0172463768115942,0.02
"rpp",158,2,0.0493301396693753,3.84145882069418,0.824233006697964,7.849,4.75884383138652,0.844569245652963,9.139,5.04323657468101,0.85081104496754,9.53133333333333,6.08289572202274,0.873370543191805,10.9426666666667,1,1,1,"z","Conflict-triggered goal shielding: Response conflicts attenuate background monitoring for prospective memory cues.",0.0189482961222091,0.027027027027027
"rpp",161,2,2.72042620897664,3.84145882069418,0.0990715581885601,7.849,4.75884383138652,0.141003904883988,9.139,5.04323657468101,0.154838196082347,9.53133333333333,6.08289572202274,0.209291733613007,10.9426666666667,0,0,1,"z","Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children.",0.0222222222222222,0.0222222222222222
"rpp",167,2,1.52088552248073,3.84145882069418,0.217485536472312,7.849,4.75884383138652,0.273231803139054,9.139,5.04323657468101,0.291048939316116,9.53133333333333,6.08289572202274,0.358627340301892,10.9426666666667,0,1,1,"z","Head up, foot down: Object words orient attention to the objects' typical location.",0.0596491228070175,0.0666666666666667
