"paper","experiment","tauDL","tauPM","lb","ub","k","Q","p0","p25","mdh0","mdh25","vbar","replicated","lblambda","ublambda"
"manylabs","Mathartgender",0.0125515317474439,0.0165948148933901,0,0.0641039782338514,36,48.1952851518516,0.0679583451300301,0.318961472503387,0.746,1.14714285714286,0.0668211990530791,1,0,35.541259765625
"manylabs","Moneypriming",0,0,0,0.0127114836950802,36,28.8015085440125,0.760754777670273,0.94582958557414,0.746,1.14714285714286,0.038985436555038,0,0,9.43701095581055
"manylabs","Quote Attribution",0.0236613209594219,0.031847917089061,0.00862013555890588,0.0810139422459292,36,68.4864967330168,0.000606685051848022,0.0158381207994274,0.746,1.136,0.0365861372896443,1,13.797265625,60.964306640625
"manylabs","Reciprocity",0.00444687716174718,0.00299540556651781,0,0.0361784182866771,36,38.8932174679637,0.298682614345908,0.669645622120954,0.746,1.14714285714286,0.058901331682814,1,0,23.3589721679687
"manylabs","Scales",0.00478385905397682,0.00413036889065258,0.00189609879635209,0.00899154955974256,36,111.207556428586,7.27243931741839e-10,8.03505688651285e-07,0.746,1.14714285714286,0.00726852445821612,1,0.1,111.207556428586
"manylabs","Sunkcosts",0.000748726080543586,0.000558052022104637,0,0.0216793660390124,36,36.0652822371833,0.418533783404,0.771357513744476,0.746,1.14714285714286,0.0359035321769564,1,0,19.5507751464844
"ppir","Moral Inversion",0.0702658454049301,0.162145870434062,0.056257512841205,0.532908629403735,14,61.222902621248,3.17186149567661e-08,2.25717955293359e-06,1.373,1.861,0.0312200804826534,NA,27.5510104179382,61.222902621248
"ppir","Intuitive Economics",0.0467925384819586,0.0428288181607057,0.0138940628786272,0.139244218944796,15,47.3841323408541,1.66159332649629e-05,0.000389425221764994,1.31,1.789,0.0312415513367957,NA,16.1578391075134,47.3841323408541
"ppir","Burn in Hell",0.0312665979883281,0.0201152922774179,0.00425600552261133,0.0791980514332065,15,37.3222774701189,0.00065922412827002,0.00682664937965971,1.31,1.789,0.0296842056741356,NA,8.90257148742676,37.3222774701189
"ppir","Presumption of Guilt",0.0104728438933145,0.011473310759384,0,0.0575138136688388,17,25.3380793755918,0.064082895441655,0.205543471709656,1.204,1.667,0.0262095976374165,NA,0,25.3380793755918
"ppir","Moral Cliff",0,0,0,0.00742548711164703,15,9.1310267888298,0.822566468718287,0.926155549609333,1.31,1.789,0.0272616850555765,NA,0,4.98265380859375
"ppir","Bad Tipper",0.199789699352045,0.17537442955464,0.0860023730837353,0.450916105803806,16,173.43838834823,0,0,1.254,1.725,0.0276728933046159,NA,0,173.43838834823
"ppir","Higher Standards - Company",0.149808925158204,0.154313861552599,0.0631468681524707,0.528465442716337,11,96.1706315309068,3.33066907387547e-16,2.25930385511219e-13,1.624,2.149,0.0322259882569961,NA,0.1,96.1706315309068
"ppir","Higher Standards - Charity",0.14222792551177,0.294668127504589,0.117396672349129,1.02644298473954,11,92.4551255602608,1.77635683940025e-15,9.94426763156753e-13,1.624,2.149,0.0318430423900252,NA,0.1,92.4551255602608
"ppir","Cold-Hearted Prosociality",0.094461534572603,0.0774895928738941,0.0266341081038431,0.27488723120095,12,53.0068527035473,1.79010259060419e-07,7.5323993594667e-06,1.527,2.039,0.0428014202710846,NA,22.9857467651367,53.0068527035473
"ppir","Belief-Act Inconsistency",0.101030803259803,0.159942117450014,0.069070632128717,0.482835499892171,13,83.8529058641993,7.55950857467269e-13,2.64009036854418e-10,1.445,1.944,0.0295473812814077,NA,0.1,83.8529058641993
"ppir","Bigot-Misanthrope",0.0702074278925396,0.0679132981230064,0.0219243388722226,0.250366538846472,12,50.8647417806298,4.37330832103733e-07,1.57203998407685e-05,1.527,2.039,0.0348946750885796,NA,21.3612703323364,50.8647417806298
"alogna","RR1",0.000446716376567455,0.00039544929805018,0,0.00631803486683585,32,32.8463890895713,0.376617759383319,0.721761464393784,0.802,1.21406451612903,0.0081901622142054,1,0,19.8393081665039
"alogna","RR2",0,0,0,0.00428611045453091,23,16.2752713132465,0.801992954974001,0.939680225956837,0.988,1.43636363636364,0.0102058893096616,1,0,6.59533081054688
"cheung","Exit",0,0,0,0.0458606918661729,16,13.9533349506056,0.529071235488237,0.757987865989067,1.254,1.75466666666667,0.0406552859883738,0,0,11.7496826171875
"cheung","Neglect",0.00543968507757845,0.00511212705440824,0,0.0645922499074971,16,17.1214006349372,0.311659031087882,0.567038918724026,1.254,1.75466666666667,0.0406570956342838,0,0,16.5960098266602
"cheung","Voice",0,0,0,0.0279655103919519,16,11.0438454225585,0.749480090828621,0.89690765042284,1.254,1.75466666666667,0.040564382092993,1,0,7.00258178710937
"cheung","Loyalty",0,0,0,0.012139560248681,16,8.20359181898336,0.915361141859161,0.972817095581191,1.254,1.75466666666667,0.0404664990343536,1,0,1.88214416503906
"eerland","Imagery",0,0,0,0.0538767407155704,12,7.93338650300393,0.719258272129499,0.86329701367453,1.527,2.08272727272727,0.0498552051384259,0,0,6.86516647338867
"eerland","Intention_attribution",0,0,0,0.0880655849594306,12,10.4507211363115,0.490357099580786,0.700978096641277,1.527,2.08272727272727,0.0497965184437,0,0,10.4507211363115
"eerland","Intentionality",0.0287787328705052,0.034079923775362,0,0.195780918645896,12,18.5426176400687,0.0698142480190541,0.200323541635053,1.527,2.08272727272727,0.0502479329713798,0,0,18.5426176400687
"hagger","RTV",0,0,0,0.0293868978476957,23,20.1181621551027,0.575648543199407,0.824433269123105,0.988,1.43636363636364,0.0361838873587067,0,0,12.4960586547852
"hagger","RT",0.00170279746729171,0.00170662593927004,0,0.0361528979529494,23,23.1746477291779,0.391924571008835,0.689389172558587,0.988,1.43636363636364,0.0356178296533262,1,0,16.9632873535156
"rand","time/delay",0,0,0,0.0165492298324328,21,16.4977627613521,0.685303586587366,0.879906806640241,1.048,1.5075,0.0240934268309511,0,0,9.46038665771484
"wagenmakers","Wagenmakers",0,0,0,0.0115813448561162,17,9.01416957026712,0.912828856362107,0.973060186310172,1.204,1.694625,0.0368874494444445,0,0,2.04514694213867
